GEO.id,GEO.id2,GEO.display-label,HD01_VD01
Id,Id2,Geography,Estimate; Total
1500000US080310044053,080310044053,"Block Group 3, Census Tract 44.05, Denver County, Colorado",81
1500000US080310044054,080310044054,"Block Group 4, Census Tract 44.05, Denver County, Colorado",240
1500000US080310045031,080310045031,"Block Group 1, Census Tract 45.03, Denver County, Colorado",92
1500000US080310045032,080310045032,"Block Group 2, Census Tract 45.03, Denver County, Colorado",86
1500000US080310045033,080310045033,"Block Group 3, Census Tract 45.03, Denver County, Colorado",65
1500000US080310045041,080310045041,"Block Group 1, Census Tract 45.04, Denver County, Colorado",111
1500000US080310045042,080310045042,"Block Group 2, Census Tract 45.04, Denver County, Colorado",160
1500000US080310045043,080310045043,"Block Group 3, Census Tract 45.04, Denver County, Colorado",60
1500000US080310045051,080310045051,"Block Group 1, Census Tract 45.05, Denver County, Colorado",156
1500000US080310045052,080310045052,"Block Group 2, Census Tract 45.05, Denver County, Colorado",58
1500000US080310045053,080310045053,"Block Group 3, Census Tract 45.05, Denver County, Colorado",94
1500000US080310045061,080310045061,"Block Group 1, Census Tract 45.06, Denver County, Colorado",100
1500000US080310045062,080310045062,"Block Group 2, Census Tract 45.06, Denver County, Colorado",154
1500000US080310045063,080310045063,"Block Group 3, Census Tract 45.06, Denver County, Colorado",164
1500000US080310046011,080310046011,"Block Group 1, Census Tract 46.01, Denver County, Colorado",70
1500000US080310046012,080310046012,"Block Group 2, Census Tract 46.01, Denver County, Colorado",89
1500000US080310046013,080310046013,"Block Group 3, Census Tract 46.01, Denver County, Colorado",132
1500000US080310046014,080310046014,"Block Group 4, Census Tract 46.01, Denver County, Colorado",83
1500000US080310046021,080310046021,"Block Group 1, Census Tract 46.02, Denver County, Colorado",124
1500000US080310046022,080310046022,"Block Group 2, Census Tract 46.02, Denver County, Colorado",91
1500000US080310046023,080310046023,"Block Group 3, Census Tract 46.02, Denver County, Colorado",61
1500000US080310046024,080310046024,"Block Group 4, Census Tract 46.02, Denver County, Colorado",48
1500000US080310046031,080310046031,"Block Group 1, Census Tract 46.03, Denver County, Colorado",62
1500000US080310046032,080310046032,"Block Group 2, Census Tract 46.03, Denver County, Colorado",77
1500000US080310046033,080310046033,"Block Group 3, Census Tract 46.03, Denver County, Colorado",110
1500000US080310046034,080310046034,"Block Group 4, Census Tract 46.03, Denver County, Colorado",109
1500000US080310046035,080310046035,"Block Group 5, Census Tract 46.03, Denver County, Colorado",84
1500000US080310047001,080310047001,"Block Group 1, Census Tract 47, Denver County, Colorado",26
1500000US080310047002,080310047002,"Block Group 2, Census Tract 47, Denver County, Colorado",28
1500000US080310047003,080310047003,"Block Group 3, Census Tract 47, Denver County, Colorado",39
1500000US080310047004,080310047004,"Block Group 4, Census Tract 47, Denver County, Colorado",21
1500000US080310047005,080310047005,"Block Group 5, Census Tract 47, Denver County, Colorado",57
1500000US080310047006,080310047006,"Block Group 6, Census Tract 47, Denver County, Colorado",82
1500000US080310048011,080310048011,"Block Group 1, Census Tract 48.01, Denver County, Colorado",99
1500000US080310048012,080310048012,"Block Group 2, Census Tract 48.01, Denver County, Colorado",113
1500000US080310048013,080310048013,"Block Group 3, Census Tract 48.01, Denver County, Colorado",49
1500000US080310050011,080310050011,"Block Group 1, Census Tract 50.01, Denver County, Colorado",167
1500000US080310050012,080310050012,"Block Group 2, Census Tract 50.01, Denver County, Colorado",99
1500000US080310050021,080310050021,"Block Group 1, Census Tract 50.02, Denver County, Colorado",62
1500000US080310050022,080310050022,"Block Group 2, Census Tract 50.02, Denver County, Colorado",61
1500000US080310050023,080310050023,"Block Group 3, Census Tract 50.02, Denver County, Colorado",96
1500000US080310050024,080310050024,"Block Group 4, Census Tract 50.02, Denver County, Colorado",130
1500000US080310050025,080310050025,"Block Group 5, Census Tract 50.02, Denver County, Colorado",48
1500000US080310051021,080310051021,"Block Group 1, Census Tract 51.02, Denver County, Colorado",51
1500000US080310051022,080310051022,"Block Group 2, Census Tract 51.02, Denver County, Colorado",69
1500000US080310051023,080310051023,"Block Group 3, Census Tract 51.02, Denver County, Colorado",137
1500000US080310051024,080310051024,"Block Group 4, Census Tract 51.02, Denver County, Colorado",78
1500000US080310051041,080310051041,"Block Group 1, Census Tract 51.04, Denver County, Colorado",155
1500000US080310051042,080310051042,"Block Group 2, Census Tract 51.04, Denver County, Colorado",181
1500000US080310052001,080310052001,"Block Group 1, Census Tract 52, Denver County, Colorado",46
1500000US080310052002,080310052002,"Block Group 2, Census Tract 52, Denver County, Colorado",62
1500000US080310052003,080310052003,"Block Group 3, Census Tract 52, Denver County, Colorado",117
1500000US080310052004,080310052004,"Block Group 4, Census Tract 52, Denver County, Colorado",68
1500000US080310053001,080310053001,"Block Group 1, Census Tract 53, Denver County, Colorado",196
1500000US080310055021,080310055021,"Block Group 1, Census Tract 55.02, Denver County, Colorado",287
1500000US080310055031,080310055031,"Block Group 1, Census Tract 55.03, Denver County, Colorado",74
1500000US080310055032,080310055032,"Block Group 2, Census Tract 55.03, Denver County, Colorado",186
1500000US080310055033,080310055033,"Block Group 3, Census Tract 55.03, Denver County, Colorado",100
1500000US080310055034,080310055034,"Block Group 4, Census Tract 55.03, Denver County, Colorado",71
1500000US080310067011,080310067011,"Block Group 1, Census Tract 67.01, Denver County, Colorado",296
1500000US080310068041,080310068041,"Block Group 1, Census Tract 68.04, Denver County, Colorado",90
1500000US080310068042,080310068042,"Block Group 2, Census Tract 68.04, Denver County, Colorado",139
1500000US080310068091,080310068091,"Block Group 1, Census Tract 68.09, Denver County, Colorado",52
1500000US080310068092,080310068092,"Block Group 2, Census Tract 68.09, Denver County, Colorado",117
1500000US080310068093,080310068093,"Block Group 3, Census Tract 68.09, Denver County, Colorado",61
1500000US080310068094,080310068094,"Block Group 4, Census Tract 68.09, Denver County, Colorado",45
1500000US080310068095,080310068095,"Block Group 5, Census Tract 68.09, Denver County, Colorado",48
1500000US080310068096,080310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",37
1500000US080310068101,080310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",61
1500000US080310068102,080310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",90
1500000US080310068103,080310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",46
1500000US080310068104,080310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",94
1500000US080310068111,080310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",139
1500000US080310068112,080310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",46
1500000US080310068113,080310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",85
1500000US080310068114,080310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",82
1500000US080310068121,080310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",156
1500000US080310068122,080310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",111
1500000US080310068123,080310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",74
1500000US080310068131,080310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",47
1500000US080310068132,080310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",85
1500000US080310068133,080310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",57
1500000US080310068141,080310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",42
1500000US080310068142,080310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",54
1500000US080310068143,080310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",83
1500000US080310068144,080310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",45
1500000US080310069011,080310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",115
1500000US080310069012,080310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",110
1500000US080310069013,080310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",35
1500000US080310069014,080310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",40
1500000US080310069015,080310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",28
1500000US080310070061,080310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",116
1500000US080310070062,080310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",88
1500000US080310070131,080310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",196
1500000US080310070132,080310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",118
1500000US080310070371,080310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",158
1500000US080310070372,080310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",98
1500000US080310070373,080310070373,"Block Group 3, Census Tract 70.37, Denver County, Colorado",56
1500000US080310070881,080310070881,"Block Group 1, Census Tract 70.88, Denver County, Colorado",58
1500000US080310070882,080310070882,"Block Group 2, Census Tract 70.88, Denver County, Colorado",28
1500000US080310070883,080310070883,"Block Group 3, Census Tract 70.88, Denver County, Colorado",77
1500000US080310070884,080310070884,"Block Group 4, Census Tract 70.88, Denver County, Colorado",68
1500000US080310070891,080310070891,"Block Group 1, Census Tract 70.89, Denver County, Colorado",29
1500000US080310070892,080310070892,"Block Group 2, Census Tract 70.89, Denver County, Colorado",65
1500000US080310070893,080310070893,"Block Group 3, Census Tract 70.89, Denver County, Colorado",106
1500000US080310070894,080310070894,"Block Group 4, Census Tract 70.89, Denver County, Colorado",74
1500000US080310083041,080310083041,"Block Group 1, Census Tract 83.04, Denver County, Colorado",197
1500000US080310083042,080310083042,"Block Group 2, Census Tract 83.04, Denver County, Colorado",90
1500000US080310083043,080310083043,"Block Group 3, Census Tract 83.04, Denver County, Colorado",82
1500000US080310083051,080310083051,"Block Group 1, Census Tract 83.05, Denver County, Colorado",123
1500000US080310083052,080310083052,"Block Group 2, Census Tract 83.05, Denver County, Colorado",158
1500000US080310083053,080310083053,"Block Group 3, Census Tract 83.05, Denver County, Colorado",203
1500000US080310083061,080310083061,"Block Group 1, Census Tract 83.06, Denver County, Colorado",63
1500000US080310083062,080310083062,"Block Group 2, Census Tract 83.06, Denver County, Colorado",131
1500000US080310083063,080310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",105
1500000US080310083064,080310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",194
1500000US080310083121,080310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",212
1500000US080310083122,080310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",164
1500000US080310083123,080310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",134
1500000US080310083861,080310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",150
1500000US080310083862,080310083862,"Block Group 2, Census Tract 83.86, Denver County, Colorado",170
1500000US080310083871,080310083871,"Block Group 1, Census Tract 83.87, Denver County, Colorado",207
1500000US080310083872,080310083872,"Block Group 2, Census Tract 83.87, Denver County, Colorado",223
1500000US080310083881,080310083881,"Block Group 1, Census Tract 83.88, Denver County, Colorado",257
1500000US080310083882,080310083882,"Block Group 2, Census Tract 83.88, Denver County, Colorado",91
1500000US080310083891,080310083891,"Block Group 1, Census Tract 83.89, Denver County, Colorado",71
1500000US080310083892,080310083892,"Block Group 2, Census Tract 83.89, Denver County, Colorado",117
1500000US080310083893,080310083893,"Block Group 3, Census Tract 83.89, Denver County, Colorado",299
1500000US080310083901,080310083901,"Block Group 1, Census Tract 83.90, Denver County, Colorado",141
1500000US080310083902,080310083902,"Block Group 2, Census Tract 83.90, Denver County, Colorado",143
1500000US080310083903,080310083903,"Block Group 3, Census Tract 83.90, Denver County, Colorado",136
1500000US080310083911,080310083911,"Block Group 1, Census Tract 83.91, Denver County, Colorado",170
1500000US080310083912,080310083912,"Block Group 2, Census Tract 83.91, Denver County, Colorado",115
1500000US080310119021,080310119021,"Block Group 1, Census Tract 119.02, Denver County, Colorado",93
1500000US080310119022,080310119022,"Block Group 2, Census Tract 119.02, Denver County, Colorado",59
1500000US080310119023,080310119023,"Block Group 3, Census Tract 119.02, Denver County, Colorado",49
1500000US080310119024,080310119024,"Block Group 4, Census Tract 119.02, Denver County, Colorado",65
1500000US080310119031,080310119031,"Block Group 1, Census Tract 119.03, Denver County, Colorado",214
1500000US080310119032,080310119032,"Block Group 2, Census Tract 119.03, Denver County, Colorado",117
1500000US080310120011,080310120011,"Block Group 1, Census Tract 120.01, Denver County, Colorado",205
1500000US080310120012,080310120012,"Block Group 2, Census Tract 120.01, Denver County, Colorado",94
1500000US080310120101,080310120101,"Block Group 1, Census Tract 120.10, Denver County, Colorado",124
1500000US080310120102,080310120102,"Block Group 2, Census Tract 120.10, Denver County, Colorado",65
1500000US080310120103,080310120103,"Block Group 3, Census Tract 120.10, Denver County, Colorado",114
1500000US080310120141,080310120141,"Block Group 1, Census Tract 120.14, Denver County, Colorado",62
1500000US080310120142,080310120142,"Block Group 2, Census Tract 120.14, Denver County, Colorado",116
1500000US080310120143,080310120143,"Block Group 3, Census Tract 120.14, Denver County, Colorado",51
1500000US080310120144,080310120144,"Block Group 4, Census Tract 120.14, Denver County, Colorado",83
1500000US080310153001,080310153001,"Block Group 1, Census Tract 153, Denver County, Colorado",71
1500000US080310153002,080310153002,"Block Group 2, Census Tract 153, Denver County, Colorado",80
1500000US080310153003,080310153003,"Block Group 3, Census Tract 153, Denver County, Colorado",32
1500000US080310154001,080310154001,"Block Group 1, Census Tract 154, Denver County, Colorado",91
1500000US080310154002,080310154002,"Block Group 2, Census Tract 154, Denver County, Colorado",92
1500000US080310154003,080310154003,"Block Group 3, Census Tract 154, Denver County, Colorado",68
1500000US080310154004,080310154004,"Block Group 4, Census Tract 154, Denver County, Colorado",203
1500000US080310155001,080310155001,"Block Group 1, Census Tract 155, Denver County, Colorado",69
1500000US080310155002,080310155002,"Block Group 2, Census Tract 155, Denver County, Colorado",144
1500000US080310155003,080310155003,"Block Group 3, Census Tract 155, Denver County, Colorado",78
1500000US080310156001,080310156001,"Block Group 1, Census Tract 156, Denver County, Colorado",118
1500000US080310156002,080310156002,"Block Group 2, Census Tract 156, Denver County, Colorado",98
1500000US080310156003,080310156003,"Block Group 3, Census Tract 156, Denver County, Colorado",67
1500000US080310156004,080310156004,"Block Group 4, Census Tract 156, Denver County, Colorado",69
1500000US080310157001,080310157001,"Block Group 1, Census Tract 157, Denver County, Colorado",94
1500000US080310157002,080310157002,"Block Group 2, Census Tract 157, Denver County, Colorado",52
1500000US080310157003,080310157003,"Block Group 3, Census Tract 157, Denver County, Colorado",51
1500000US080310157004,080310157004,"Block Group 4, Census Tract 157, Denver County, Colorado",106
1500000US080319800001,080319800001,"Block Group 1, Census Tract 9800, Denver County, Colorado",191
1500000US080319801001,080319801001,"Block Group 1, Census Tract 9801, Denver County, Colorado",0
