GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US080310032014,080310032014,"Block Group 4, Census Tract 32.01, Denver County, Colorado",759,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,28,0,12,0,12,116,85,94,126,344,121,151,110,16,28,21,34
1500000US080310032015,080310032015,"Block Group 5, Census Tract 32.01, Denver County, Colorado",705,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,65,0,12,20,33,59,67,0,12,96,78,36,41,48,44,155,95,126,81,80,61,44,47
1500000US080310032021,080310032021,"Block Group 1, Census Tract 32.02, Denver County, Colorado",935,185,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,9,0,12,13,21,15,25,108,65,0,12,18,19,189,80,40,40,274,94,89,51,144,125,42,36
1500000US080310032022,080310032022,"Block Group 2, Census Tract 32.02, Denver County, Colorado",843,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,47,0,12,8,14,103,51,68,55,340,106,87,48,85,73,75,45
1500000US080310032023,080310032023,"Block Group 3, Census Tract 32.02, Denver County, Colorado",1290,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,32,31,9,14,10,16,211,105,63,49,486,134,270,109,95,55,101,71
1500000US080310032031,080310032031,"Block Group 1, Census Tract 32.03, Denver County, Colorado",555,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,22,23,25,26,231,78,130,54,128,65,11,16
1500000US080310032032,080310032032,"Block Group 2, Census Tract 32.03, Denver County, Colorado",867,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,7,12,10,15,7,11,70,39,30,29,359,101,212,66,149,56,12,20
1500000US080310032033,080310032033,"Block Group 3, Census Tract 32.03, Denver County, Colorado",886,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,0,12,28,45,37,29,43,48,353,114,243,72,141,59,26,23
1500000US080310033001,080310033001,"Block Group 1, Census Tract 33, Denver County, Colorado",839,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,42,18,30,13,21,60,58,25,26,320,86,148,66,133,58,64,41
1500000US080310033002,080310033002,"Block Group 2, Census Tract 33, Denver County, Colorado",686,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,37,43,72,50,0,12,323,119,139,51,87,38,19,21
1500000US080310033003,080310033003,"Block Group 3, Census Tract 33, Denver County, Colorado",720,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,63,86,8,12,0,12,130,114,0,12,279,77,91,35,76,33,63,46
1500000US080310033004,080310033004,"Block Group 4, Census Tract 33, Denver County, Colorado",494,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,43,56,44,27,25,146,51,136,49,51,35,35,44
1500000US080310034011,080310034011,"Block Group 1, Census Tract 34.01, Denver County, Colorado",420,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,33,27,10,15,145,59,130,68,42,33,51,53
1500000US080310034012,080310034012,"Block Group 2, Census Tract 34.01, Denver County, Colorado",1882,197,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,39,52,0,12,0,12,0,12,117,68,48,56,52,41,126,66,53,40,745,150,388,98,209,78,95,69
1500000US080310034021,080310034021,"Block Group 1, Census Tract 34.02, Denver County, Colorado",807,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,36,9,14,42,29,55,36,64,53,304,88,174,73,83,62,27,26
1500000US080310034022,080310034022,"Block Group 2, Census Tract 34.02, Denver County, Colorado",2080,308,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,8,12,0,12,105,73,8,13,20,23,225,111,39,42,835,244,548,121,194,86,83,44
1500000US080310034023,080310034023,"Block Group 3, Census Tract 34.02, Denver County, Colorado",687,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,0,12,2,4,0,12,0,12,10,14,0,12,0,12,69,48,8,13,0,12,56,38,33,48,228,63,163,55,57,39,46,26
1500000US080310035001,080310035001,"Block Group 1, Census Tract 35, Denver County, Colorado",507,212,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,31,15,25,0,12,8,13,7,12,38,44,7,12,153,93,28,30,8,13,43,51,43,44,89,56,44,44,0,12,0,12
1500000US080310035002,080310035002,"Block Group 2, Census Tract 35, Denver County, Colorado",919,224,11,17,0,12,0,12,0,12,0,12,69,91,0,12,61,52,71,56,35,40,21,32,32,49,124,80,0,12,0,12,185,74,51,62,53,58,99,62,29,29,63,60,15,24,0,12,0,12
1500000US080310035003,080310035003,"Block Group 3, Census Tract 35, Denver County, Colorado",961,225,72,48,0,12,0,12,0,12,28,43,19,30,0,12,0,12,200,121,17,27,107,93,17,26,28,30,0,12,9,14,226,89,37,28,22,28,93,90,10,16,52,43,24,29,0,12,0,12
1500000US080310035004,080310035004,"Block Group 4, Census Tract 35, Denver County, Colorado",591,252,0,12,0,12,0,12,18,29,17,26,14,23,0,12,0,12,53,63,0,12,20,29,0,12,0,12,10,15,27,40,230,167,0,12,18,20,74,46,26,32,76,62,8,13,0,12,0,12
1500000US080310035005,080310035005,"Block Group 5, Census Tract 35, Denver County, Colorado",1045,239,56,41,0,12,0,12,6,9,10,17,18,30,15,23,33,44,97,72,19,20,29,33,105,85,34,30,84,62,26,23,110,69,89,48,9,13,28,25,43,43,221,156,13,11,0,12,0,12
1500000US080310036011,080310036011,"Block Group 1, Census Tract 36.01, Denver County, Colorado",861,180,0,12,0,12,0,12,0,12,0,12,14,22,0,12,13,20,22,30,0,12,39,41,38,35,34,48,14,15,14,17,82,66,31,38,0,12,213,132,14,18,174,62,86,47,42,37,31,35
1500000US080310036012,080310036012,"Block Group 2, Census Tract 36.01, Denver County, Colorado",511,115,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,29,0,12,7,12,0,12,17,26,9,14,0,12,40,38,10,16,26,30,87,70,24,21,180,77,66,43,14,21,0,12
1500000US080310036013,080310036013,"Block Group 3, Census Tract 36.01, Denver County, Colorado",1338,263,20,21,0,12,0,12,0,12,15,17,15,17,34,36,38,50,170,138,21,33,34,34,43,52,27,25,50,53,25,35,219,82,54,46,47,44,152,78,38,32,277,103,59,40,0,12,0,12
1500000US080310036014,080310036014,"Block Group 4, Census Tract 36.01, Denver County, Colorado",311,151,0,12,0,12,0,12,0,12,23,38,0,12,16,27,16,26,45,54,0,12,8,13,21,33,8,13,0,12,0,12,66,74,25,23,0,12,83,56,0,12,0,12,0,12,0,12,0,12
1500000US080310036015,080310036015,"Block Group 5, Census Tract 36.01, Denver County, Colorado",323,112,22,32,0,12,0,12,0,12,0,12,18,26,0,12,0,12,0,12,31,46,0,12,0,12,1,2,0,12,0,12,83,62,12,18,0,12,24,26,24,40,75,41,33,35,0,12,0,12
1500000US080310036021,080310036021,"Block Group 1, Census Tract 36.02, Denver County, Colorado",719,189,57,56,0,12,0,12,0,12,0,12,34,48,0,12,32,48,85,65,0,12,12,19,41,57,29,46,57,56,44,51,90,74,24,40,10,15,77,72,37,43,54,45,36,56,0,12,0,12
1500000US080310036022,080310036022,"Block Group 2, Census Tract 36.02, Denver County, Colorado",405,138,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,31,0,12,15,17,0,12,20,30,9,14,0,12,66,66,12,18,0,12,94,80,18,22,66,47,54,49,15,14,0,12
1500000US080310036023,080310036023,"Block Group 3, Census Tract 36.02, Denver County, Colorado",480,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,62,0,12,21,32,8,13,5,8,34,38,16,23,38,37,0,12,39,31,61,51,14,21,109,56,27,26,8,13,28,34
1500000US080310036024,080310036024,"Block Group 4, Census Tract 36.02, Denver County, Colorado",583,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,22,18,20,0,12,0,12,0,12,0,12,17,27,47,48,14,22,21,20,108,68,62,84,245,121,32,30,0,12,0,12
1500000US080310036025,080310036025,"Block Group 5, Census Tract 36.02, Denver County, Colorado",627,156,25,30,0,12,0,12,0,12,0,12,12,18,0,12,0,12,52,51,0,12,0,12,33,41,10,16,20,31,15,20,145,91,0,12,0,12,87,55,0,12,123,79,49,45,34,44,22,25
1500000US080310036031,080310036031,"Block Group 1, Census Tract 36.03, Denver County, Colorado",963,195,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,27,43,44,34,223,107,50,50,52,39,98,58,77,54,256,90,59,52,40,34,15,25
1500000US080310036032,080310036032,"Block Group 2, Census Tract 36.03, Denver County, Colorado",1620,276,55,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,31,0,12,0,12,0,12,48,48,129,117,31,33,10,15,222,138,130,94,575,128,339,175,32,33,28,26
1500000US080310037011,080310037011,"Block Group 1, Census Tract 37.01, Denver County, Colorado",1397,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,8,16,42,28,45,35,15,19,248,148,57,34,637,205,217,85,64,35,54,58
1500000US080310037012,080310037012,"Block Group 2, Census Tract 37.01, Denver County, Colorado",1518,223,0,12,0,12,0,12,0,12,0,12,4,9,0,12,0,12,0,12,4,9,4,9,0,12,11,16,0,12,40,55,95,65,19,21,12,19,247,100,177,77,566,129,200,94,92,47,47,27
1500000US080310037021,080310037021,"Block Group 1, Census Tract 37.02, Denver County, Colorado",1467,325,0,12,0,12,0,12,0,12,0,12,13,26,0,12,0,12,0,12,0,12,0,12,48,75,0,12,23,39,0,12,70,47,26,25,67,81,305,140,83,112,593,250,171,87,53,51,15,26
1500000US080310037022,080310037022,"Block Group 2, Census Tract 37.02, Denver County, Colorado",663,228,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,33,0,12,10,17,36,45,31,34,249,161,144,88,134,118,31,41
1500000US080310037023,080310037023,"Block Group 3, Census Tract 37.02, Denver County, Colorado",899,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,58,0,12,21,33,88,68,33,37,395,146,212,85,73,67,0,12
1500000US080310037024,080310037024,"Block Group 4, Census Tract 37.02, Denver County, Colorado",1149,305,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,27,28,39,48,57,0,12,96,81,112,99,605,214,239,156,5,12,0,12
1500000US080310037031,080310037031,"Block Group 1, Census Tract 37.03, Denver County, Colorado",1159,194,0,12,0,12,0,12,9,14,0,12,0,12,0,12,7,14,11,18,0,12,0,12,0,12,6,11,7,11,0,12,110,63,0,12,42,29,142,88,22,23,492,131,169,69,111,71,31,24
1500000US080310037032,080310037032,"Block Group 2, Census Tract 37.03, Denver County, Colorado",1328,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,0,12,0,12,0,12,67,50,21,22,87,71,107,68,24,22,583,142,226,78,134,56,58,36
1500000US080310038001,080310038001,"Block Group 1, Census Tract 38, Denver County, Colorado",977,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,50,57,0,12,43,65,54,44,19,30,272,121,371,198,108,72,51,76
1500000US080310038002,080310038002,"Block Group 2, Census Tract 38, Denver County, Colorado",506,166,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,27,0,12,0,12,61,59,16,25,175,93,144,74,80,64,14,25
1500000US080310038003,080310038003,"Block Group 3, Census Tract 38, Denver County, Colorado",1670,331,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,39,0,12,0,12,0,12,10,19,0,12,0,12,0,12,92,81,16,26,18,31,248,121,117,124,530,175,457,190,101,59,57,49
1500000US080310038004,080310038004,"Block Group 4, Census Tract 38, Denver County, Colorado",1647,298,73,85,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,15,25,0,12,32,38,0,12,152,87,111,180,24,38,198,120,132,118,387,186,335,158,66,65,109,93
1500000US080310038005,080310038005,"Block Group 5, Census Tract 38, Denver County, Colorado",1266,212,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,66,57,69,0,12,15,25,79,66,103,147,548,148,218,108,134,65,69,60
1500000US080310039011,080310039011,"Block Group 1, Census Tract 39.01, Denver County, Colorado",1782,276,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,58,15,25,36,50,253,119,33,37,818,202,259,101,206,99,81,63
1500000US080310039012,080310039012,"Block Group 2, Census Tract 39.01, Denver County, Colorado",600,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,38,0,12,0,12,0,12,14,23,0,12,0,12,26,30,0,12,351,96,129,69,46,53,12,20
1500000US080310039013,080310039013,"Block Group 3, Census Tract 39.01, Denver County, Colorado",1140,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,15,25,76,67,0,12,87,83,116,92,33,37,480,115,178,112,94,58,43,41
1500000US080310039021,080310039021,"Block Group 1, Census Tract 39.02, Denver County, Colorado",811,125,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,54,34,0,12,25,24,59,36,30,36,251,76,252,85,106,63,26,25
1500000US080310039022,080310039022,"Block Group 2, Census Tract 39.02, Denver County, Colorado",1435,215,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,68,48,24,28,28,36,168,66,71,52,754,183,210,89,79,49,24,25
1500000US080310039023,080310039023,"Block Group 3, Census Tract 39.02, Denver County, Colorado",1110,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,64,0,12,37,34,45,39,29,28,422,99,247,89,201,120,36,28
1500000US080310040021,080310040021,"Block Group 1, Census Tract 40.02, Denver County, Colorado",615,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,0,12,47,41,0,12,0,12,89,48,46,37,263,80,99,47,28,22,30,27
1500000US080310040022,080310040022,"Block Group 2, Census Tract 40.02, Denver County, Colorado",544,87,0,12,0,12,0,12,0,12,0,12,0,12,17,24,0,12,0,12,0,12,10,17,0,12,3,8,0,12,10,16,69,43,25,36,8,12,49,36,40,36,175,59,95,57,43,45,0,12
1500000US080310040023,080310040023,"Block Group 3, Census Tract 40.02, Denver County, Colorado",499,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,34,36,0,12,12,14,37,34,18,21,226,66,101,49,57,35,7,11
1500000US080310040024,080310040024,"Block Group 4, Census Tract 40.02, Denver County, Colorado",880,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,43,0,12,0,12,105,58,54,55,429,153,115,63,84,45,35,29
1500000US080310040031,080310040031,"Block Group 1, Census Tract 40.03, Denver County, Colorado",1328,389,64,69,0,12,0,12,0,12,0,12,0,12,0,12,70,78,115,127,0,12,0,12,0,12,69,78,18,29,0,12,79,59,45,45,56,51,267,146,48,46,364,121,98,53,22,27,13,24
1500000US080310040032,080310040032,"Block Group 2, Census Tract 40.03, Denver County, Colorado",864,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,51,21,24,54,46,122,69,50,39,326,90,125,52,65,51,12,21
1500000US080310040033,080310040033,"Block Group 3, Census Tract 40.03, Denver County, Colorado",789,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,109,69,21,25,42,32,112,71,22,25,241,92,135,68,36,33,62,44
1500000US080310040034,080310040034,"Block Group 4, Census Tract 40.03, Denver County, Colorado",648,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,11,13,27,24,0,12,25,21,50,39,58,42,308,109,118,66,36,20,6,11
1500000US080310040041,080310040041,"Block Group 1, Census Tract 40.04, Denver County, Colorado",1512,93,27,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,27,13,14,128,47,0,12,84,37,161,57,111,53,542,96,242,67,113,53,58,33
1500000US080310040051,080310040051,"Block Group 1, Census Tract 40.05, Denver County, Colorado",1267,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,8,14,13,25,174,82,8,13,91,59,213,125,32,34,433,101,200,89,58,34,28,22
1500000US080310040052,080310040052,"Block Group 2, Census Tract 40.05, Denver County, Colorado",912,196,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,18,22,12,17,77,66,18,22,44,47,86,58,38,32,365,126,116,51,51,35,66,67
1500000US080310040061,080310040061,"Block Group 1, Census Tract 40.06, Denver County, Colorado",956,179,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,16,21,52,36,0,12,85,99,112,61,11,19,378,117,168,70,89,56,28,21
1500000US080310040062,080310040062,"Block Group 2, Census Tract 40.06, Denver County, Colorado",783,198,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,0,12,68,52,39,59,22,27,63,50,66,65,283,115,138,56,46,38,50,64
1500000US080310040063,080310040063,"Block Group 3, Census Tract 40.06, Denver County, Colorado",758,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,53,0,12,40,65,104,60,54,53,272,102,143,69,43,32,58,54
1500000US080310040064,080310040064,"Block Group 4, Census Tract 40.06, Denver County, Colorado",566,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,30,0,12,0,12,14,21,24,22,0,12,164,81,207,116,114,78,15,27
1500000US080310041011,080310041011,"Block Group 1, Census Tract 41.01, Denver County, Colorado",1460,284,6,11,0,12,0,12,0,12,0,12,0,12,0,12,24,38,0,12,0,12,70,94,30,43,11,15,9,15,11,17,303,138,125,78,56,46,141,70,117,80,397,116,142,57,10,16,8,13
1500000US080310041012,080310041012,"Block Group 2, Census Tract 41.01, Denver County, Colorado",849,185,49,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,25,39,18,27,0,12,33,38,0,12,182,85,94,82,18,20,172,98,73,57,116,68,61,51,0,12,0,12
1500000US080310041013,080310041013,"Block Group 3, Census Tract 41.01, Denver County, Colorado",718,161,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,46,7,14,79,87,12,22,0,12,0,12,0,12,165,116,10,17,100,60,105,58,57,47,77,56,62,58,5,8,0,12
1500000US080310041021,080310041021,"Block Group 1, Census Tract 41.02, Denver County, Colorado",1132,292,0,12,0,12,7,18,0,12,0,12,10,24,0,12,0,12,54,51,0,12,0,12,42,46,55,48,38,40,11,24,275,116,76,78,60,48,135,86,74,51,226,107,31,30,18,20,20,31
1500000US080310041022,080310041022,"Block Group 2, Census Tract 41.02, Denver County, Colorado",703,245,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,7,14,0,12,18,28,0,12,0,12,57,54,27,38,264,159,68,62,36,26,125,79,14,16,58,35,19,20,0,12,0,12
1500000US080310041023,080310041023,"Block Group 3, Census Tract 41.02, Denver County, Colorado",632,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,58,8,14,8,13,13,20,24,31,0,12,0,12,168,83,0,12,25,31,133,57,71,52,92,53,31,21,0,12,0,12
1500000US080310041024,080310041024,"Block Group 4, Census Tract 41.02, Denver County, Colorado",818,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,38,27,44,81,106,36,36,50,58,129,81,36,35,42,42,134,80,69,44,142,72,19,21,22,33,7,11
1500000US080310041031,080310041031,"Block Group 1, Census Tract 41.03, Denver County, Colorado",525,169,17,35,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,75,97,0,12,10,19,16,26,73,61,0,12,8,16,65,61,56,81,87,55,73,70,19,28,13,21
1500000US080310041032,080310041032,"Block Group 2, Census Tract 41.03, Denver County, Colorado",661,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,72,28,32,10,17,0,12,10,16,118,93,0,12,293,110,112,77,16,27,0,12
1500000US080310041033,080310041033,"Block Group 3, Census Tract 41.03, Denver County, Colorado",789,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,45,46,0,12,66,54,185,107,0,12,281,134,132,65,58,49,9,15
1500000US080310041034,080310041034,"Block Group 4, Census Tract 41.03, Denver County, Colorado",681,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,71,84,0,12,0,12,83,46,22,19,264,87,95,52,119,80,27,34
1500000US080310041035,080310041035,"Block Group 5, Census Tract 41.03, Denver County, Colorado",679,200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,64,11,20,181,157,21,37,10,18,68,50,0,12,171,86,117,53,43,53,18,28
1500000US080310041036,080310041036,"Block Group 6, Census Tract 41.03, Denver County, Colorado",631,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,19,0,12,21,27,133,95,14,25,341,150,80,71,0,12,0,12
1500000US080310041041,080310041041,"Block Group 1, Census Tract 41.04, Denver County, Colorado",841,227,53,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,201,174,0,12,0,12,0,12,19,30,0,12,0,12,147,112,0,12,7,12,146,83,86,63,123,54,38,35,0,12,21,24
1500000US080310041042,080310041042,"Block Group 2, Census Tract 41.04, Denver County, Colorado",756,158,8,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,0,12,49,72,26,29,145,82,0,12,0,12,59,45,18,20,266,163,120,84,20,23,36,54
1500000US080310041043,080310041043,"Block Group 3, Census Tract 41.04, Denver County, Colorado",635,207,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,127,88,33,25,16,26,59,40,43,46,182,101,138,96,19,21,0,12
1500000US080310041044,080310041044,"Block Group 4, Census Tract 41.04, Denver County, Colorado",396,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,34,0,12,0,12,0,12,0,12,4,12,0,12,7,11,53,76,8,13,159,95,74,43,60,60,12,15
1500000US080310041045,080310041045,"Block Group 5, Census Tract 41.04, Denver County, Colorado",628,170,24,35,0,12,0,12,0,12,0,12,0,12,0,12,9,15,37,59,0,12,0,12,0,12,0,12,0,12,0,12,45,39,11,17,0,12,104,57,33,29,282,113,49,32,17,20,17,20
1500000US080310041046,080310041046,"Block Group 6, Census Tract 41.04, Denver County, Colorado",548,191,34,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,26,0,12,0,12,22,26,8,13,41,38,9,14,8,14,154,101,11,18,162,94,62,54,0,12,19,22
1500000US080310041061,080310041061,"Block Group 1, Census Tract 41.06, Denver County, Colorado",8631,512,0,19,0,19,0,19,0,19,0,19,6,11,0,19,5,11,30,49,24,26,20,19,120,118,161,72,210,102,14,19,521,187,984,286,196,108,468,127,311,130,2698,270,1670,242,782,182,411,177
1500000US080310041071,080310041071,"Block Group 1, Census Tract 41.07, Denver County, Colorado",6138,292,0,17,0,17,0,17,0,17,0,17,0,17,9,15,13,25,0,17,0,17,0,17,27,37,10,15,19,27,8,15,185,150,37,25,194,95,900,201,244,100,2242,275,1303,203,675,169,272,105
