GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07
Id,Id2,Geography,Estimate; Total:,Estimate; Native:,Estimate; Native: - Allocated,Estimate; Native: - Not allocated,Estimate; Foreign born:,Estimate; Foreign born: - Allocated,Estimate; Foreign born: - Not allocated
1500000US080310037031,080310037031,"Block Group 1, Census Tract 37.03, Denver County, Colorado",1409,1290,73,1217,119,22,97
1500000US080310037032,080310037032,"Block Group 2, Census Tract 37.03, Denver County, Colorado",1768,1740,171,1569,28,0,28
1500000US080310038001,080310038001,"Block Group 1, Census Tract 38, Denver County, Colorado",1182,1094,25,1069,88,0,88
1500000US080310038002,080310038002,"Block Group 2, Census Tract 38, Denver County, Colorado",572,554,0,554,18,0,18
1500000US080310038003,080310038003,"Block Group 3, Census Tract 38, Denver County, Colorado",2075,1577,9,1568,498,19,479
1500000US080310038004,080310038004,"Block Group 4, Census Tract 38, Denver County, Colorado",1739,1541,30,1511,198,0,198
1500000US080310038005,080310038005,"Block Group 5, Census Tract 38, Denver County, Colorado",1572,1410,16,1394,162,0,162
1500000US080310039011,080310039011,"Block Group 1, Census Tract 39.01, Denver County, Colorado",2044,1824,161,1663,220,16,204
1500000US080310039012,080310039012,"Block Group 2, Census Tract 39.01, Denver County, Colorado",816,788,96,692,28,0,28
1500000US080310039013,080310039013,"Block Group 3, Census Tract 39.01, Denver County, Colorado",1415,1332,111,1221,83,19,64
1500000US080310039021,080310039021,"Block Group 1, Census Tract 39.02, Denver County, Colorado",1209,1193,50,1143,16,0,16
1500000US080310039022,080310039022,"Block Group 2, Census Tract 39.02, Denver County, Colorado",2071,1983,43,1940,88,15,73
1500000US080310039023,080310039023,"Block Group 3, Census Tract 39.02, Denver County, Colorado",1469,1407,84,1323,62,0,62
1500000US080310040021,080310040021,"Block Group 1, Census Tract 40.02, Denver County, Colorado",901,844,57,787,57,0,57
1500000US080310040022,080310040022,"Block Group 2, Census Tract 40.02, Denver County, Colorado",836,737,39,698,99,0,99
1500000US080310040023,080310040023,"Block Group 3, Census Tract 40.02, Denver County, Colorado",747,703,93,610,44,4,40
1500000US080310040024,080310040024,"Block Group 4, Census Tract 40.02, Denver County, Colorado",1045,996,63,933,49,0,49
1500000US080310040031,080310040031,"Block Group 1, Census Tract 40.03, Denver County, Colorado",1621,1330,169,1161,291,14,277
1500000US080310040032,080310040032,"Block Group 2, Census Tract 40.03, Denver County, Colorado",994,985,55,930,9,0,9
1500000US080310040033,080310040033,"Block Group 3, Census Tract 40.03, Denver County, Colorado",943,862,206,656,81,0,81
1500000US080310040034,080310040034,"Block Group 4, Census Tract 40.03, Denver County, Colorado",777,766,21,745,11,0,11
1500000US080310040041,080310040041,"Block Group 1, Census Tract 40.04, Denver County, Colorado",1942,1758,70,1688,184,11,173
1500000US080310040051,080310040051,"Block Group 1, Census Tract 40.05, Denver County, Colorado",1604,1414,42,1372,190,8,182
1500000US080310040052,080310040052,"Block Group 2, Census Tract 40.05, Denver County, Colorado",1675,1449,133,1316,226,28,198
1500000US080310040061,080310040061,"Block Group 1, Census Tract 40.06, Denver County, Colorado",1170,1125,84,1041,45,13,32
1500000US080310040062,080310040062,"Block Group 2, Census Tract 40.06, Denver County, Colorado",1521,1236,30,1206,285,38,247
1500000US080310040063,080310040063,"Block Group 3, Census Tract 40.06, Denver County, Colorado",1179,939,142,797,240,65,175
1500000US080310040064,080310040064,"Block Group 4, Census Tract 40.06, Denver County, Colorado",950,921,36,885,29,0,29
1500000US080310041011,080310041011,"Block Group 1, Census Tract 41.01, Denver County, Colorado",2294,1928,116,1812,366,0,366
1500000US080310041012,080310041012,"Block Group 2, Census Tract 41.01, Denver County, Colorado",1217,1184,11,1173,33,0,33
1500000US080310041013,080310041013,"Block Group 3, Census Tract 41.01, Denver County, Colorado",1092,931,224,707,161,0,161
1500000US080310041021,080310041021,"Block Group 1, Census Tract 41.02, Denver County, Colorado",1541,1293,84,1209,248,17,231
1500000US080310041022,080310041022,"Block Group 2, Census Tract 41.02, Denver County, Colorado",1161,958,134,824,203,20,183
1500000US080310041023,080310041023,"Block Group 3, Census Tract 41.02, Denver County, Colorado",1003,912,64,848,91,0,91
1500000US080310041024,080310041024,"Block Group 4, Census Tract 41.02, Denver County, Colorado",1361,1307,156,1151,54,22,32
1500000US080310041031,080310041031,"Block Group 1, Census Tract 41.03, Denver County, Colorado",773,636,85,551,137,39,98
1500000US080310041032,080310041032,"Block Group 2, Census Tract 41.03, Denver County, Colorado",908,908,85,823,0,0,0
1500000US080310041033,080310041033,"Block Group 3, Census Tract 41.03, Denver County, Colorado",1163,1099,131,968,64,51,13
1500000US080310041034,080310041034,"Block Group 4, Census Tract 41.03, Denver County, Colorado",949,910,19,891,39,0,39
1500000US080310041035,080310041035,"Block Group 5, Census Tract 41.03, Denver County, Colorado",847,833,115,718,14,0,14
1500000US080310041036,080310041036,"Block Group 6, Census Tract 41.03, Denver County, Colorado",845,845,32,813,0,0,0
1500000US080310041041,080310041041,"Block Group 1, Census Tract 41.04, Denver County, Colorado",1124,864,15,849,260,6,254
1500000US080310041042,080310041042,"Block Group 2, Census Tract 41.04, Denver County, Colorado",857,839,100,739,18,0,18
1500000US080310041043,080310041043,"Block Group 3, Census Tract 41.04, Denver County, Colorado",914,856,30,826,58,0,58
1500000US080310041044,080310041044,"Block Group 4, Census Tract 41.04, Denver County, Colorado",488,474,44,430,14,0,14
1500000US080310041045,080310041045,"Block Group 5, Census Tract 41.04, Denver County, Colorado",800,747,116,631,53,0,53
1500000US080310041046,080310041046,"Block Group 6, Census Tract 41.04, Denver County, Colorado",683,666,12,654,17,0,17
1500000US080310041061,080310041061,"Block Group 1, Census Tract 41.06, Denver County, Colorado",12640,12059,784,11275,581,13,568
1500000US080310041071,080310041071,"Block Group 1, Census Tract 41.07, Denver County, Colorado",9123,8487,357,8130,636,18,618
1500000US080310042011,080310042011,"Block Group 1, Census Tract 42.01, Denver County, Colorado",1204,1153,113,1040,51,9,42
1500000US080310042012,080310042012,"Block Group 2, Census Tract 42.01, Denver County, Colorado",680,594,9,585,86,0,86
1500000US080310042013,080310042013,"Block Group 3, Census Tract 42.01, Denver County, Colorado",708,687,56,631,21,0,21
1500000US080310042014,080310042014,"Block Group 4, Census Tract 42.01, Denver County, Colorado",869,743,10,733,126,0,126
1500000US080310042015,080310042015,"Block Group 5, Census Tract 42.01, Denver County, Colorado",761,737,87,650,24,0,24
1500000US080310042016,080310042016,"Block Group 6, Census Tract 42.01, Denver County, Colorado",644,632,14,618,12,6,6
1500000US080310042021,080310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",808,452,0,452,356,0,356
1500000US080310042022,080310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",807,797,43,754,10,0,10
1500000US080310042023,080310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",1775,1638,67,1571,137,16,121
1500000US080310042024,080310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",505,476,25,451,29,0,29
1500000US080310042025,080310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",730,718,41,677,12,0,12
1500000US080310043011,080310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1399,1319,55,1264,80,16,64
1500000US080310043012,080310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",908,832,0,832,76,0,76
1500000US080310043013,080310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",1093,970,57,913,123,0,123
1500000US080310043014,080310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1251,976,85,891,275,0,275
1500000US080310043021,080310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",728,693,21,672,35,0,35
1500000US080310043022,080310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",921,883,0,883,38,0,38
1500000US080310043023,080310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",760,724,72,652,36,0,36
1500000US080310043031,080310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",1457,1391,143,1248,66,9,57
1500000US080310043032,080310043032,"Block Group 2, Census Tract 43.03, Denver County, Colorado",1143,1022,18,1004,121,11,110
1500000US080310043033,080310043033,"Block Group 3, Census Tract 43.03, Denver County, Colorado",483,398,0,398,85,0,85
1500000US080310043034,080310043034,"Block Group 4, Census Tract 43.03, Denver County, Colorado",937,869,32,837,68,0,68
1500000US080310043041,080310043041,"Block Group 1, Census Tract 43.04, Denver County, Colorado",1328,1313,177,1136,15,0,15
1500000US080310043042,080310043042,"Block Group 2, Census Tract 43.04, Denver County, Colorado",1026,969,34,935,57,0,57
1500000US080310043043,080310043043,"Block Group 3, Census Tract 43.04, Denver County, Colorado",1661,1582,94,1488,79,0,79
1500000US080310043044,080310043044,"Block Group 4, Census Tract 43.04, Denver County, Colorado",1881,1451,123,1328,430,81,349
1500000US080310043061,080310043061,"Block Group 1, Census Tract 43.06, Denver County, Colorado",536,536,0,536,0,0,0
1500000US080310043062,080310043062,"Block Group 2, Census Tract 43.06, Denver County, Colorado",826,780,0,780,46,0,46
1500000US080310043063,080310043063,"Block Group 3, Census Tract 43.06, Denver County, Colorado",1920,1692,269,1423,228,32,196
1500000US080310043064,080310043064,"Block Group 4, Census Tract 43.06, Denver County, Colorado",836,803,0,803,33,0,33
1500000US080310043065,080310043065,"Block Group 5, Census Tract 43.06, Denver County, Colorado",1372,1342,48,1294,30,0,30
1500000US080310044031,080310044031,"Block Group 1, Census Tract 44.03, Denver County, Colorado",774,637,14,623,137,0,137
1500000US080310044032,080310044032,"Block Group 2, Census Tract 44.03, Denver County, Colorado",2009,1640,119,1521,369,7,362
1500000US080310044033,080310044033,"Block Group 3, Census Tract 44.03, Denver County, Colorado",1750,1579,313,1266,171,42,129
1500000US080310044041,080310044041,"Block Group 1, Census Tract 44.04, Denver County, Colorado",1201,1187,159,1028,14,0,14
1500000US080310044042,080310044042,"Block Group 2, Census Tract 44.04, Denver County, Colorado",2947,1816,98,1718,1131,0,1131
1500000US080310044043,080310044043,"Block Group 3, Census Tract 44.04, Denver County, Colorado",2378,1338,94,1244,1040,118,922
1500000US080310044051,080310044051,"Block Group 1, Census Tract 44.05, Denver County, Colorado",1547,1382,132,1250,165,52,113
1500000US080310044052,080310044052,"Block Group 2, Census Tract 44.05, Denver County, Colorado",1239,1171,50,1121,68,0,68
1500000US080310044053,080310044053,"Block Group 3, Census Tract 44.05, Denver County, Colorado",1514,1356,59,1297,158,4,154
1500000US080310044054,080310044054,"Block Group 4, Census Tract 44.05, Denver County, Colorado",4293,3741,467,3274,552,0,552
1500000US080310045031,080310045031,"Block Group 1, Census Tract 45.03, Denver County, Colorado",1746,1197,41,1156,549,0,549
1500000US080310045032,080310045032,"Block Group 2, Census Tract 45.03, Denver County, Colorado",1389,796,58,738,593,28,565
1500000US080310045033,080310045033,"Block Group 3, Census Tract 45.03, Denver County, Colorado",1097,753,68,685,344,41,303
1500000US080310045041,080310045041,"Block Group 1, Census Tract 45.04, Denver County, Colorado",1568,1033,18,1015,535,0,535
1500000US080310045042,080310045042,"Block Group 2, Census Tract 45.04, Denver County, Colorado",1979,1529,57,1472,450,38,412
1500000US080310045043,080310045043,"Block Group 3, Census Tract 45.04, Denver County, Colorado",846,683,118,565,163,0,163
1500000US080310045051,080310045051,"Block Group 1, Census Tract 45.05, Denver County, Colorado",2348,1633,102,1531,715,14,701
1500000US080310045052,080310045052,"Block Group 2, Census Tract 45.05, Denver County, Colorado",1055,735,99,636,320,22,298
1500000US080310045053,080310045053,"Block Group 3, Census Tract 45.05, Denver County, Colorado",1344,940,15,925,404,0,404
1500000US080310045061,080310045061,"Block Group 1, Census Tract 45.06, Denver County, Colorado",921,647,0,647,274,0,274
1500000US080310045062,080310045062,"Block Group 2, Census Tract 45.06, Denver County, Colorado",1586,1049,72,977,537,45,492
1500000US080310045063,080310045063,"Block Group 3, Census Tract 45.06, Denver County, Colorado",1513,1091,9,1082,422,88,334
1500000US080310046011,080310046011,"Block Group 1, Census Tract 46.01, Denver County, Colorado",1177,868,35,833,309,11,298
1500000US080310046012,080310046012,"Block Group 2, Census Tract 46.01, Denver County, Colorado",1420,1204,10,1194,216,24,192
1500000US080310046013,080310046013,"Block Group 3, Census Tract 46.01, Denver County, Colorado",1936,1594,108,1486,342,12,330
1500000US080310046014,080310046014,"Block Group 4, Census Tract 46.01, Denver County, Colorado",1105,1012,11,1001,93,0,93
1500000US080310046021,080310046021,"Block Group 1, Census Tract 46.02, Denver County, Colorado",1980,1373,285,1088,607,20,587
1500000US080310046022,080310046022,"Block Group 2, Census Tract 46.02, Denver County, Colorado",2833,1633,75,1558,1200,0,1200
1500000US080310046023,080310046023,"Block Group 3, Census Tract 46.02, Denver County, Colorado",1389,987,29,958,402,0,402
1500000US080310046024,080310046024,"Block Group 4, Census Tract 46.02, Denver County, Colorado",1278,720,36,684,558,11,547
1500000US080310046031,080310046031,"Block Group 1, Census Tract 46.03, Denver County, Colorado",1130,690,44,646,440,17,423
1500000US080310046032,080310046032,"Block Group 2, Census Tract 46.03, Denver County, Colorado",963,714,0,714,249,113,136
1500000US080310046033,080310046033,"Block Group 3, Census Tract 46.03, Denver County, Colorado",1193,1025,59,966,168,39,129
1500000US080310046034,080310046034,"Block Group 4, Census Tract 46.03, Denver County, Colorado",1406,1175,47,1128,231,61,170
1500000US080310046035,080310046035,"Block Group 5, Census Tract 46.03, Denver County, Colorado",1244,965,77,888,279,0,279
1500000US080310047001,080310047001,"Block Group 1, Census Tract 47, Denver County, Colorado",328,279,0,279,49,0,49
1500000US080310047002,080310047002,"Block Group 2, Census Tract 47, Denver County, Colorado",514,490,0,490,24,0,24
1500000US080310047003,080310047003,"Block Group 3, Census Tract 47, Denver County, Colorado",1113,980,134,846,133,0,133
1500000US080310047004,080310047004,"Block Group 4, Census Tract 47, Denver County, Colorado",441,441,0,441,0,0,0
1500000US080310047005,080310047005,"Block Group 5, Census Tract 47, Denver County, Colorado",1611,1589,0,1589,22,0,22
1500000US080310047006,080310047006,"Block Group 6, Census Tract 47, Denver County, Colorado",3230,2173,26,2147,1057,0,1057
1500000US080310048011,080310048011,"Block Group 1, Census Tract 48.01, Denver County, Colorado",1114,1003,40,963,111,23,88
1500000US080310048012,080310048012,"Block Group 2, Census Tract 48.01, Denver County, Colorado",1933,1602,0,1602,331,54,277
1500000US080310048013,080310048013,"Block Group 3, Census Tract 48.01, Denver County, Colorado",630,549,56,493,81,0,81
1500000US080310050011,080310050011,"Block Group 1, Census Tract 50.01, Denver County, Colorado",1714,1478,125,1353,236,34,202
1500000US080310050012,080310050012,"Block Group 2, Census Tract 50.01, Denver County, Colorado",990,902,49,853,88,0,88
1500000US080310050021,080310050021,"Block Group 1, Census Tract 50.02, Denver County, Colorado",848,705,63,642,143,0,143
1500000US080310050022,080310050022,"Block Group 2, Census Tract 50.02, Denver County, Colorado",963,777,82,695,186,0,186
1500000US080310050023,080310050023,"Block Group 3, Census Tract 50.02, Denver County, Colorado",1977,1834,244,1590,143,0,143
1500000US080310050024,080310050024,"Block Group 4, Census Tract 50.02, Denver County, Colorado",2697,1746,403,1343,951,36,915
1500000US080310050025,080310050025,"Block Group 5, Census Tract 50.02, Denver County, Colorado",923,873,73,800,50,21,29
1500000US080310051021,080310051021,"Block Group 1, Census Tract 51.02, Denver County, Colorado",520,465,0,465,55,0,55
1500000US080310051022,080310051022,"Block Group 2, Census Tract 51.02, Denver County, Colorado",646,599,21,578,47,0,47
1500000US080310051023,080310051023,"Block Group 3, Census Tract 51.02, Denver County, Colorado",1630,1508,88,1420,122,77,45
1500000US080310051024,080310051024,"Block Group 4, Census Tract 51.02, Denver County, Colorado",1223,1105,158,947,118,0,118
1500000US080310051041,080310051041,"Block Group 1, Census Tract 51.04, Denver County, Colorado",2050,1392,188,1204,658,65,593
1500000US080310051042,080310051042,"Block Group 2, Census Tract 51.04, Denver County, Colorado",1681,1352,47,1305,329,24,305
1500000US080310052001,080310052001,"Block Group 1, Census Tract 52, Denver County, Colorado",526,490,0,490,36,0,36
1500000US080310052002,080310052002,"Block Group 2, Census Tract 52, Denver County, Colorado",664,622,37,585,42,10,32
1500000US080310052003,080310052003,"Block Group 3, Census Tract 52, Denver County, Colorado",1315,1238,33,1205,77,0,77
1500000US080310052004,080310052004,"Block Group 4, Census Tract 52, Denver County, Colorado",953,846,39,807,107,0,107
1500000US080310053001,080310053001,"Block Group 1, Census Tract 53, Denver County, Colorado",1371,1310,53,1257,61,20,41
1500000US080310055021,080310055021,"Block Group 1, Census Tract 55.02, Denver County, Colorado",2111,1913,68,1845,198,18,180
1500000US080310055031,080310055031,"Block Group 1, Census Tract 55.03, Denver County, Colorado",756,655,33,622,101,39,62
1500000US080310055032,080310055032,"Block Group 2, Census Tract 55.03, Denver County, Colorado",2240,2157,107,2050,83,5,78
1500000US080310055033,080310055033,"Block Group 3, Census Tract 55.03, Denver County, Colorado",1028,961,9,952,67,0,67
1500000US080310055034,080310055034,"Block Group 4, Census Tract 55.03, Denver County, Colorado",802,767,67,700,35,28,7
1500000US080310067011,080310067011,"Block Group 1, Census Tract 67.01, Denver County, Colorado",3384,2909,84,2825,475,48,427
1500000US080310068041,080310068041,"Block Group 1, Census Tract 68.04, Denver County, Colorado",1178,975,114,861,203,134,69
1500000US080310068042,080310068042,"Block Group 2, Census Tract 68.04, Denver County, Colorado",1598,1495,97,1398,103,0,103
1500000US080310068091,080310068091,"Block Group 1, Census Tract 68.09, Denver County, Colorado",1043,990,0,990,53,0,53
1500000US080310068092,080310068092,"Block Group 2, Census Tract 68.09, Denver County, Colorado",2265,1964,121,1843,301,0,301
1500000US080310068093,080310068093,"Block Group 3, Census Tract 68.09, Denver County, Colorado",1116,1116,69,1047,0,0,0
1500000US080310068094,080310068094,"Block Group 4, Census Tract 68.09, Denver County, Colorado",1005,765,11,754,240,0,240
1500000US080310068095,080310068095,"Block Group 5, Census Tract 68.09, Denver County, Colorado",1032,833,31,802,199,0,199
1500000US080310068096,080310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",881,851,20,831,30,0,30
1500000US080310068101,080310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",1041,951,0,951,90,0,90
1500000US080310068102,080310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",1954,1630,66,1564,324,0,324
1500000US080310068103,080310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",688,672,0,672,16,0,16
1500000US080310068104,080310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",1802,1660,397,1263,142,0,142
1500000US080310068111,080310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",2335,1996,86,1910,339,20,319
1500000US080310068112,080310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",452,449,23,426,3,0,3
1500000US080310068113,080310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",1922,1607,103,1504,315,0,315
1500000US080310068114,080310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",1636,1508,74,1434,128,0,128
1500000US080310068121,080310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",1714,1593,181,1412,121,21,100
1500000US080310068122,080310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",1195,1100,34,1066,95,0,95
1500000US080310068123,080310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",924,860,53,807,64,0,64
1500000US080310068131,080310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",896,817,102,715,79,0,79
1500000US080310068132,080310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",2061,1502,47,1455,559,0,559
1500000US080310068133,080310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",1310,1138,132,1006,172,77,95
1500000US080310068141,080310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",625,602,0,602,23,10,13
1500000US080310068142,080310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",1349,971,17,954,378,59,319
1500000US080310068143,080310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",2273,2020,529,1491,253,12,241
1500000US080310068144,080310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",708,672,25,647,36,0,36
1500000US080310069011,080310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",2278,1999,171,1828,279,58,221
1500000US080310069012,080310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",1544,1374,37,1337,170,11,159
1500000US080310069013,080310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",832,803,143,660,29,0,29
1500000US080310069014,080310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",710,523,117,406,187,57,130
1500000US080310069015,080310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",455,328,34,294,127,0,127
1500000US080310070061,080310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",2291,1506,69,1437,785,29,756
1500000US080310070062,080310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",2545,1583,144,1439,962,18,944
1500000US080310070131,080310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",2508,2098,156,1942,410,61,349
1500000US080310070132,080310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",1291,1229,42,1187,62,0,62
1500000US080310070371,080310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",2566,1421,182,1239,1145,171,974
1500000US080310070372,080310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",1314,1042,223,819,272,58,214
1500000US080310070373,080310070373,"Block Group 3, Census Tract 70.37, Denver County, Colorado",623,289,10,279,334,15,319
1500000US080310070881,080310070881,"Block Group 1, Census Tract 70.88, Denver County, Colorado",1336,1062,39,1023,274,17,257
1500000US080310070882,080310070882,"Block Group 2, Census Tract 70.88, Denver County, Colorado",987,536,154,382,451,102,349
1500000US080310070883,080310070883,"Block Group 3, Census Tract 70.88, Denver County, Colorado",1373,999,34,965,374,0,374
1500000US080310070884,080310070884,"Block Group 4, Census Tract 70.88, Denver County, Colorado",1208,898,49,849,310,13,297
1500000US080310070891,080310070891,"Block Group 1, Census Tract 70.89, Denver County, Colorado",444,444,16,428,0,0,0
1500000US080310070892,080310070892,"Block Group 2, Census Tract 70.89, Denver County, Colorado",1219,1116,15,1101,103,0,103
1500000US080310070893,080310070893,"Block Group 3, Census Tract 70.89, Denver County, Colorado",1757,1657,72,1585,100,0,100
1500000US080310070894,080310070894,"Block Group 4, Census Tract 70.89, Denver County, Colorado",1682,1348,0,1348,334,0,334
1500000US080310083041,080310083041,"Block Group 1, Census Tract 83.04, Denver County, Colorado",2158,1675,226,1449,483,46,437
1500000US080310083042,080310083042,"Block Group 2, Census Tract 83.04, Denver County, Colorado",854,706,20,686,148,0,148
1500000US080310083043,080310083043,"Block Group 3, Census Tract 83.04, Denver County, Colorado",838,558,28,530,280,0,280
1500000US080310083051,080310083051,"Block Group 1, Census Tract 83.05, Denver County, Colorado",1186,797,218,579,389,63,326
1500000US080310083052,080310083052,"Block Group 2, Census Tract 83.05, Denver County, Colorado",1546,968,129,839,578,47,531
1500000US080310083053,080310083053,"Block Group 3, Census Tract 83.05, Denver County, Colorado",1920,1483,207,1276,437,108,329
1500000US080310083061,080310083061,"Block Group 1, Census Tract 83.06, Denver County, Colorado",810,665,36,629,145,11,134
1500000US080310083062,080310083062,"Block Group 2, Census Tract 83.06, Denver County, Colorado",1702,1251,172,1079,451,52,399
1500000US080310083063,080310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",1067,790,82,708,277,52,225
1500000US080310083064,080310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",3251,1938,33,1905,1313,85,1228
1500000US080310083121,080310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",3390,2541,378,2163,849,216,633
1500000US080310083122,080310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",2697,1833,227,1606,864,135,729
1500000US080310083123,080310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",2052,1642,216,1426,410,120,290
1500000US080310083861,080310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",2343,1782,190,1592,561,55,506
1500000US080310083862,080310083862,"Block Group 2, Census Tract 83.86, Denver County, Colorado",2916,1975,180,1795,941,47,894
1500000US080310083871,080310083871,"Block Group 1, Census Tract 83.87, Denver County, Colorado",3569,2472,58,2414,1097,30,1067
1500000US080310083872,080310083872,"Block Group 2, Census Tract 83.87, Denver County, Colorado",3877,2348,237,2111,1529,103,1426
1500000US080310083881,080310083881,"Block Group 1, Census Tract 83.88, Denver County, Colorado",7333,5196,408,4788,2137,304,1833
1500000US080310083882,080310083882,"Block Group 2, Census Tract 83.88, Denver County, Colorado",2250,1772,519,1253,478,165,313
1500000US080310083891,080310083891,"Block Group 1, Census Tract 83.89, Denver County, Colorado",1504,1122,94,1028,382,200,182
1500000US080310083892,080310083892,"Block Group 2, Census Tract 83.89, Denver County, Colorado",2688,2131,385,1746,557,48,509
1500000US080310083893,080310083893,"Block Group 3, Census Tract 83.89, Denver County, Colorado",6397,4412,575,3837,1985,436,1549
1500000US080310083901,080310083901,"Block Group 1, Census Tract 83.90, Denver County, Colorado",3538,2431,680,1751,1107,151,956
1500000US080310083902,080310083902,"Block Group 2, Census Tract 83.90, Denver County, Colorado",2956,2263,298,1965,693,84,609
1500000US080310083903,080310083903,"Block Group 3, Census Tract 83.90, Denver County, Colorado",2991,2172,172,2000,819,80,739
1500000US080310083911,080310083911,"Block Group 1, Census Tract 83.91, Denver County, Colorado",3815,3057,251,2806,758,0,758
1500000US080310083912,080310083912,"Block Group 2, Census Tract 83.91, Denver County, Colorado",3083,2181,87,2094,902,81,821
1500000US080310119021,080310119021,"Block Group 1, Census Tract 119.02, Denver County, Colorado",2015,2015,85,1930,0,0,0
1500000US080310119022,080310119022,"Block Group 2, Census Tract 119.02, Denver County, Colorado",1324,1234,57,1177,90,0,90
1500000US080310119023,080310119023,"Block Group 3, Census Tract 119.02, Denver County, Colorado",1195,1090,18,1072,105,0,105
1500000US080310119024,080310119024,"Block Group 4, Census Tract 119.02, Denver County, Colorado",1881,1601,150,1451,280,21,259
1500000US080310119031,080310119031,"Block Group 1, Census Tract 119.03, Denver County, Colorado",1644,1506,83,1423,138,9,129
1500000US080310119032,080310119032,"Block Group 2, Census Tract 119.03, Denver County, Colorado",816,720,39,681,96,21,75
1500000US080310120011,080310120011,"Block Group 1, Census Tract 120.01, Denver County, Colorado",1514,1373,135,1238,141,0,141
1500000US080310120012,080310120012,"Block Group 2, Census Tract 120.01, Denver County, Colorado",600,569,14,555,31,0,31
1500000US080310120101,080310120101,"Block Group 1, Census Tract 120.10, Denver County, Colorado",2082,1674,171,1503,408,0,408
1500000US080310120102,080310120102,"Block Group 2, Census Tract 120.10, Denver County, Colorado",1143,1127,0,1127,16,0,16
1500000US080310120103,080310120103,"Block Group 3, Census Tract 120.10, Denver County, Colorado",2020,1878,38,1840,142,13,129
1500000US080310120141,080310120141,"Block Group 1, Census Tract 120.14, Denver County, Colorado",1234,1220,68,1152,14,0,14
1500000US080310120142,080310120142,"Block Group 2, Census Tract 120.14, Denver County, Colorado",2703,2439,145,2294,264,18,246
1500000US080310120143,080310120143,"Block Group 3, Census Tract 120.14, Denver County, Colorado",895,829,0,829,66,0,66
1500000US080310120144,080310120144,"Block Group 4, Census Tract 120.14, Denver County, Colorado",1582,1483,115,1368,99,0,99
1500000US080310153001,080310153001,"Block Group 1, Census Tract 153, Denver County, Colorado",1453,1104,62,1042,349,7,342
1500000US080310153002,080310153002,"Block Group 2, Census Tract 153, Denver County, Colorado",1665,1544,76,1468,121,0,121
1500000US080310153003,080310153003,"Block Group 3, Census Tract 153, Denver County, Colorado",652,619,24,595,33,0,33
