GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US080310120012,080310120012,"Block Group 2, Census Tract 120.01, Denver County, Colorado",600,89,532,88,0,12,0,12,59,47,9,15,0,12,0,12,0,12,0,12
1500000US080310120101,080310120101,"Block Group 1, Census Tract 120.10, Denver County, Colorado",2082,291,1548,329,0,12,0,12,511,345,0,12,23,36,0,12,0,12,0,12
1500000US080310120102,080310120102,"Block Group 2, Census Tract 120.10, Denver County, Colorado",1143,192,1023,196,0,12,0,12,33,52,0,12,33,52,54,62,0,12,54,62
1500000US080310120103,080310120103,"Block Group 3, Census Tract 120.10, Denver County, Colorado",2020,311,1766,289,0,12,0,12,154,159,0,12,0,12,100,108,0,12,100,108
1500000US080310120141,080310120141,"Block Group 1, Census Tract 120.14, Denver County, Colorado",1234,255,1028,228,0,12,13,24,0,12,0,12,14,23,179,150,87,96,92,107
1500000US080310120142,080310120142,"Block Group 2, Census Tract 120.14, Denver County, Colorado",2703,483,2253,499,0,12,0,12,237,233,0,12,21,35,192,129,0,12,192,129
1500000US080310120143,080310120143,"Block Group 3, Census Tract 120.14, Denver County, Colorado",895,293,816,306,0,12,0,12,0,12,0,12,0,12,79,86,36,44,43,54
1500000US080310120144,080310120144,"Block Group 4, Census Tract 120.14, Denver County, Colorado",1582,299,1554,302,0,12,13,22,0,12,0,12,0,12,15,25,15,25,0,12
1500000US080310153001,080310153001,"Block Group 1, Census Tract 153, Denver County, Colorado",1453,322,1183,314,128,94,0,12,142,133,0,12,0,12,0,12,0,12,0,12
1500000US080310153002,080310153002,"Block Group 2, Census Tract 153, Denver County, Colorado",1665,314,1250,255,57,67,31,33,30,39,0,12,108,105,189,145,42,67,147,121
1500000US080310153003,080310153003,"Block Group 3, Census Tract 153, Denver County, Colorado",652,248,545,233,74,106,0,12,14,22,0,12,19,35,0,12,0,12,0,12
1500000US080310154001,080310154001,"Block Group 1, Census Tract 154, Denver County, Colorado",1282,398,1209,398,22,35,0,12,0,12,0,12,11,20,40,50,10,15,30,48
1500000US080310154002,080310154002,"Block Group 2, Census Tract 154, Denver County, Colorado",1180,199,1146,199,0,12,0,12,0,12,0,12,34,47,0,12,0,12,0,12
1500000US080310154003,080310154003,"Block Group 3, Census Tract 154, Denver County, Colorado",740,154,675,139,0,12,0,12,0,12,0,12,55,68,10,15,0,12,10,15
1500000US080310154004,080310154004,"Block Group 4, Census Tract 154, Denver County, Colorado",1403,272,1259,265,42,31,11,17,52,32,0,12,0,12,39,35,0,12,39,35
1500000US080310155001,080310155001,"Block Group 1, Census Tract 155, Denver County, Colorado",1310,272,1025,302,32,40,0,12,99,100,0,12,111,86,43,65,35,61,8,15
1500000US080310155002,080310155002,"Block Group 2, Census Tract 155, Denver County, Colorado",1577,243,1319,250,89,55,0,12,21,25,20,32,93,75,35,37,0,12,35,37
1500000US080310155003,080310155003,"Block Group 3, Census Tract 155, Denver County, Colorado",907,252,674,199,71,69,8,12,20,23,0,12,132,151,2,4,0,12,2,4
1500000US080310156001,080310156001,"Block Group 1, Census Tract 156, Denver County, Colorado",3116,722,2674,728,141,124,0,12,147,134,0,12,138,153,16,26,16,26,0,12
1500000US080310156002,080310156002,"Block Group 2, Census Tract 156, Denver County, Colorado",2323,527,1156,502,94,135,0,12,419,274,0,12,654,373,0,12,0,12,0,12
1500000US080310156003,080310156003,"Block Group 3, Census Tract 156, Denver County, Colorado",1431,662,1019,590,39,63,0,12,175,191,0,12,184,292,14,23,13,23,1,4
1500000US080310156004,080310156004,"Block Group 4, Census Tract 156, Denver County, Colorado",1666,644,1539,657,0,12,0,12,0,12,0,12,56,66,71,77,29,41,42,66
1500000US080310157001,080310157001,"Block Group 1, Census Tract 157, Denver County, Colorado",1845,511,1366,485,119,123,52,79,72,84,0,12,207,261,29,41,29,41,0,12
1500000US080310157002,080310157002,"Block Group 2, Census Tract 157, Denver County, Colorado",1374,575,987,562,33,55,0,12,40,64,31,67,271,385,12,18,12,18,0,12
1500000US080310157003,080310157003,"Block Group 3, Census Tract 157, Denver County, Colorado",1099,300,829,281,0,12,0,12,260,236,0,12,10,17,0,12,0,12,0,12
1500000US080310157004,080310157004,"Block Group 4, Census Tract 157, Denver County, Colorado",1583,547,1267,512,131,116,4,10,36,52,0,12,140,160,5,9,0,12,5,9
1500000US080319800001,080319800001,"Block Group 1, Census Tract 9800, Denver County, Colorado",1428,166,810,130,407,164,17,16,23,27,0,12,37,31,134,112,26,39,108,106
1500000US080319801001,080319801001,"Block Group 1, Census Tract 9801, Denver County, Colorado",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
