"Id2","AI_Longer Than One Day_has_nature_anycost_hour","AI_Longer Than One Day_has_nature_lowcost_hour","AI_Longer Than One Day_has_nature_anycost","AI_Longer Than One Day_has_nature_lowcost","AI_Longer Than One Day_has_nature_free","AI_Half Day or Shorter_has_nature_anycost_hour","AI_Half Day or Shorter_has_nature_lowcost_hour","AI_Half Day or Shorter_has_nature_anycost","AI_Half Day or Shorter_has_nature_lowcost","AI_Half Day or Shorter_has_nature_free","AI_Partial Day_has_nature_anycost_hour","AI_Partial Day_has_nature_lowcost_hour","AI_Partial Day_has_nature_anycost","AI_Partial Day_has_nature_lowcost","AI_Partial Day_has_nature_free","AI_has_nature_anycost_hour","AI_has_nature_lowcost_hour","AI_has_nature_anycost","AI_has_nature_lowcost","AI_has_nature_free","AI_Longer Than One Day_has_sports_anycost_hour","AI_Longer Than One Day_has_sports_lowcost_hour","AI_Longer Than One Day_has_sports_anycost","AI_Longer Than One Day_has_sports_lowcost","AI_Longer Than One Day_has_sports_free","AI_Half Day or Shorter_has_sports_anycost_hour","AI_Half Day or Shorter_has_sports_lowcost_hour","AI_Half Day or Shorter_has_sports_anycost","AI_Half Day or Shorter_has_sports_lowcost","AI_Half Day or Shorter_has_sports_free","AI_Partial Day_has_sports_anycost_hour","AI_Partial Day_has_sports_lowcost_hour","AI_Partial Day_has_sports_anycost","AI_Partial Day_has_sports_lowcost","AI_Partial Day_has_sports_free","AI_has_sports_anycost_hour","AI_has_sports_lowcost_hour","AI_has_sports_anycost","AI_has_sports_lowcost","AI_has_sports_free","AI_Longer Than One Day_art_anycost_hour","AI_Longer Than One Day_art_lowcost_hour","AI_Longer Than One Day_art_anycost","AI_Longer Than One Day_art_lowcost","AI_Longer Than One Day_art_free","AI_Half Day or Shorter_art_anycost_hour","AI_Half Day or Shorter_art_lowcost_hour","AI_Half Day or Shorter_art_anycost","AI_Half Day or Shorter_art_lowcost","AI_Half Day or Shorter_art_free","AI_Partial Day_art_anycost_hour","AI_Partial Day_art_lowcost_hour","AI_Partial Day_art_anycost","AI_Partial Day_art_lowcost","AI_Partial Day_art_free","AI_art_anycost_hour","AI_art_lowcost_hour","AI_art_anycost","AI_art_lowcost","AI_art_free","AI_Longer Than One Day_academic_anycost_hour","AI_Longer Than One Day_academic_lowcost_hour","AI_Longer Than One Day_academic_anycost","AI_Longer Than One Day_academic_lowcost","AI_Longer Than One Day_academic_free","AI_Half Day or Shorter_academic_anycost_hour","AI_Half Day or Shorter_academic_lowcost_hour","AI_Half Day or Shorter_academic_anycost","AI_Half Day or Shorter_academic_lowcost","AI_Half Day or Shorter_academic_free","AI_Partial Day_academic_anycost_hour","AI_Partial Day_academic_lowcost_hour","AI_Partial Day_academic_anycost","AI_Partial Day_academic_lowcost","AI_Partial Day_academic_free","AI_academic_anycost_hour","AI_academic_lowcost_hour","AI_academic_anycost","AI_academic_lowcost","AI_academic_free","AI_overall","AI_overall_free"
80310001021,11.0671789062709,3.4643779078808,7.58609670817573,5.70246127177608,1.68085129496517,5.68603121976733,13.533520302642,13.4955918379922,13.5234652059439,13.552459227201,5.97092349569933,5.33343307970655,6.38415241164182,4.22314211879528,9.25568292636528,7.73369895697663,13.5413497128752,11.9274429229954,13.3893896564757,13.5378447874449,6.68747164624266,4.29237819577202,5.85725329381402,6.24165171120763,1.68085129496517,7.37666820230568,14.286259859322,13.2224811095331,14.276546665117,14.3083103573089,5.89072839630369,5.72354339191386,6.25809914794997,4.05225064708462,8.42750903924185,7.73769704864935,13.9500725861082,10.9473725566263,14.0547517676266,14.2921744774021,8.96055145467842,4.21864806917787,6.71600434649968,4.60536070665121,4.80704184476262,6.29560859213449,13.5634720574598,11.9705971824983,13.5377784992192,13.5703167262881,4.20366373766416,5.12493200422594,4.93578597089856,4.16898121690146,9.25568292636528,6.90857930049509,13.583168493755,10.8804129206029,13.4411734029195,13.561820705438,9.70599755121222,3.4643779078808,6.94543798040556,5.70246127177608,1.68085129496517,11.0180738015941,13.6519763977315,13.7276422334396,13.6639162440849,13.6889420036902,6.40444187539675,5.29130962746195,6.88807939137001,4.20470276680448,8.40226583460269,8.98298624302868,13.6080791631429,11.9531893397671,13.4872426706553,13.6664552505551,11.4271044349979,13.76457380521
80310001022,9.67773422304236,3.4271162898966,6.87321421103527,5.96558581474283,1.43482469880408,4.92522290979852,11.8873948109076,11.8499471398944,11.8872285342402,11.7914302966534,5.98956587884743,5.17499076263648,6.36978107705329,3.93072582314949,7.50876815898289,7.36005042183431,12.0585793340774,10.852122291557,11.803778717669,11.7746417284184,5.80282767034319,4.15380594228634,5.34585247172961,6.26019316986624,1.43482469880408,7.49627412834317,12.284810511244,11.9492594137357,12.297546180314,12.1691695100948,5.77709515209225,5.58365846861123,6.13267403050432,3.76658178002882,6.41162764836988,7.58623833896985,12.2462484609863,10.125349880051,12.1539625568825,12.150299691147,7.11053738046288,4.1514320140704,5.85176269279963,4.52616802182244,4.49716865678064,5.78239502489665,12.3309761951318,10.9103341831827,12.3835378548851,12.1946802239115,3.66036645116585,5.01953332536515,4.4307365268898,3.88031509822228,7.50876815898289,6.07742099014859,12.4764008660687,9.84266044970852,12.3209308200829,12.1826503364706,8.02645291418085,3.4271162898966,6.0847099654641,5.96558581474283,1.43482469880408,12.6912959799762,12.3243783344721,13.2226656052731,12.345761056724,12.2702421158674,6.2758630334833,5.1421359161567,6.74041778734792,3.92617137991765,7.13746270522583,9.14492587686044,12.4102352043183,11.4199265506453,12.2083211763626,12.2461230667399,10.5600147929904,12.088428705694
80310001023,9.5698477106921,3.22873884731189,6.69589077509363,4.91209783141133,1.32218243083049,5.48553997591197,11.7082464509627,11.709258528485,11.6994819203309,11.6611446834241,5.18057889466731,5.00324091501734,5.61273027382276,3.96460300323521,6.59564717556875,6.73872489576162,11.8271781920198,10.4082191048614,11.6214499007169,11.6380008703019,6.13272604575335,3.98789660630824,5.39173557971022,5.11655745164547,1.32218243083049,7.24085564850732,12.0310036883366,11.6518802145325,12.0225196625432,11.9980079744799,5.78294018000676,5.38991612607069,6.10705090065754,3.81134699926765,5.58163412422875,7.53428987150471,11.9562259723011,9.96809578863142,11.889969989432,11.9737022447087,7.40984701974789,3.90263888423898,5.81787679191166,4.13409007061523,3.98835498415829,5.76609752711516,12.421379194793,10.9629110992316,12.4484965755117,12.3769392558602,7.01470597581134,4.8175058546434,7.34549701528775,3.91375781065916,6.59564717556875,7.67120967199748,12.4660150228736,10.7255940076355,12.3634610689912,12.3535552698569,8.58478630927126,3.22873884731189,6.23375738589388,4.91209783141133,1.32218243083049,23.4013112105643,12.3493933679805,16.4803726966771,12.3573693290269,12.3411136581012,9.22664720504161,5.01529049449758,9.35422741162555,4.01017345260746,7.18755025852673,14.3970274217749,12.3654057589885,14.2641473308293,12.2213823837705,12.3162186877961,11.3415140579894,12.0703692681659
80310002011,10.9647143521179,4.37551081619945,8.19398648851643,6.37278080649386,1.73102819760431,6.89375952962316,14.2316404419174,14.2463652020005,14.2279493284622,14.1330033824159,6.93382447436487,6.2750728143124,7.42966851166216,4.93606207013831,11.6442814562843,8.54130988423492,14.515608894579,12.9320609971901,14.1502935276696,14.1319364488257,8.56822893809568,5.39323654628439,7.50007040166658,6.84053796873247,1.73102819760431,10.416112685193,14.6199276928751,14.9715261610651,14.6174665651724,14.5417729015244,7.59220028976128,6.94481944560894,7.99673893396712,4.73370996786607,10.7746132137074,10.3306598355568,14.7572981253524,12.9919273431696,14.4764985500279,14.5406760615698,10.7581262513422,5.32087888294247,8.30523905337157,5.71195766435391,4.95918362571522,8.28379538335602,14.3688274677883,13.435351619432,14.4260530149143,14.2453836433605,10.0492382257531,6.04815894206313,10.3195457122023,4.87275812108749,11.6442814562843,11.0252273944603,14.6855120770569,13.766890237567,14.4199543063257,14.2492948227849,11.2066042528555,4.37551081619945,8.32637807814354,6.37278080649386,1.73102819760431,13.3796388974285,14.3558726376643,14.9777776186487,14.3705698584179,14.2793381873201,11.0791331795357,6.25169005135141,11.2824102610508,4.94701028878377,10.9672918429112,12.6040249138083,14.5874346965018,14.4580306521313,14.2528053730662,14.275524901239,13.5372273075145,14.2993580586049
80310002012,16.0489576187801,3.1991716972775,9.82632108399195,1.71876273630015,1.57192694464902,5.20509214745039,8.54660782325428,8.61906182337153,8.53618804838407,8.6273972286059,6.01994066025189,3.23352476257533,6.01657687349749,3.03215079016799,6.00039698303492,8.95133722280983,8.78463365573488,9.67383747324305,8.48145357185815,8.62187827969107,6.30282071447723,4.13042479154468,5.57399981173342,2.65706433868865,1.57192694464902,7.80311188058738,8.28892226216941,9.44145583211822,8.24320425697732,8.46610121964142,7.03692407914704,4.22912129895816,7.05946015135329,2.89679425687121,4.99558707728481,8.59804573448395,8.72955894160852,9.29826386105826,8.18325090266389,8.46054840201931,8.02506637427317,3.95247677022748,6.13417831148258,4.03645928219212,4.82689161937466,6.31551028495932,8.56439685277849,8.6516073907476,8.6019140939242,8.66980738909585,9.60690343724523,3.05204188479076,9.21406832867915,2.99326409944009,6.00039698303492,9.2805111815268,8.87233348786905,9.77599582491798,8.64456677664729,8.67726503546057,16.3559626975204,3.1991716972775,10.0266138940085,1.71876273630015,1.57192694464902,9.20850606611917,8.64605853330776,9.36848659494646,8.62121646267306,8.71053989562479,10.2023329393033,3.22655040964297,9.83722150114928,3.03358780206466,5.74555220608185,11.7285847595291,8.84850971638968,10.9967790373765,8.54207957204688,8.70278880029309,9.93621904914895,8.61562012936601
80310002021,13.6108817446702,5.86344961756952,10.4512021256299,6.0578937417581,2.13126736338868,8.67910941737616,13.0959908650939,13.2490159158965,13.0961089927002,12.9420455189473,8.90418643679966,7.04319596658077,9.34206888334281,6.08775911850415,13.7690207732696,10.8427805992164,13.9925098299984,13.7644011986207,13.215473594233,12.9666425154122,9.34663158086689,7.01547877872735,8.92784681368883,6.76585622640689,2.13126736338868,11.1872327806046,13.0105572815956,14.2867619428671,13.018159660069,12.9376661047812,10.2560149460056,7.98479516272949,10.579542808434,5.82488870013703,12.2816846099003,12.4795717261499,14.0929784313689,14.1209154899538,13.1239106891241,12.9591957335192,11.7323065135033,7.19772364809431,10.002331089643,7.65291796394596,6.51019416335349,10.2872319448819,13.0718341183616,13.507526395618,13.1867194295756,12.9145377348582,14.2148151756297,6.75144561643923,14.16686054854,6.00968489909697,13.7690207732696,14.242429814899,14.1156643003395,15.2843539699635,13.504175395748,12.9545597301904,12.2024118025144,5.86344961756952,9.77766823681912,6.0578937417581,2.13126736338868,14.3755551782595,13.1585957686277,14.3672250021856,13.1729686569655,13.0218083128454,14.4191292809421,6.97206882694735,14.429558173266,6.03362280551021,12.0310593490149,14.9486669807385,14.0030903779084,15.4534454977812,13.2525762534019,13.0398260586922,14.6557790390798,12.9800560094535
80310002022,14.7260024249447,5.06113361751836,10.4862962189326,6.3850022136754,2.04783830904081,8.00557015489223,13.1119871857146,13.2243417149605,13.1139941024579,12.9533070379054,8.28900381994556,6.71641430751585,8.72794606221356,5.5284577044132,13.0436067394386,10.5885058639359,13.7610221892563,13.4969457674683,13.1664901903168,12.9721196783302,9.27223056649129,6.21364082589761,8.38431924403364,6.99916678309643,2.04783830904081,10.7011872725692,13.172435750268,14.1504510600369,13.1839306487456,13.0565293697974,9.10727846922301,7.60279867053311,9.4763530750709,5.28637205270061,11.719475405744,11.5283391228278,13.925625793404,13.4291363283223,13.2070506006164,13.0729276365422,11.3854802668177,6.33669630680431,9.28512389169107,7.31272725292355,6.03723416281591,9.08110803196293,13.2058595340465,13.0334484695507,13.3122126273197,13.0227533817983,7.55067934804242,6.44404594118919,8.20696079501654,5.45755640700711,13.0436067394386,10.4146945771864,13.9767994889802,13.0733341994528,13.5368445828053,13.0535619575573,11.9958497354712,5.06113361751836,9.17993400694453,6.3850022136754,2.04783830904081,13.9387361548231,13.20646253723,14.2715829887782,13.2239593035118,13.0700041427722,9.21611135615089,6.67349160434654,9.70672795880278,5.51311786258804,11.8658862373493,11.9196192291003,13.8051870041881,13.6933397304849,13.2388425889927,13.0856650486692,13.4231890064321,13.0460685802747
80310002023,13.0931813662156,3.75035047491285,8.80347213494695,3.25590214763322,1.94618263234125,6.33580996626988,14.23458679544,14.2159081610895,14.204836352452,14.5093447771156,6.60554612489017,4.59891207778069,6.80773175014246,4.4041015762025,12.22300913634,8.76527838983497,14.1278675251108,12.7995735121249,14.0382659580102,14.5111913323045,6.9496926490926,4.50904454280174,6.17150894478251,4.00964452132276,1.94618263234125,6.80266823930465,14.5552075002756,13.1133152389023,14.4973042695174,14.90660969217,6.65316763086302,4.97566725409474,6.83045714355149,4.17608243114181,10.7198449052209,8.03896573487662,14.1020936071065,11.2192569058894,14.2570112102279,14.9044262682766,8.64768662872334,4.37594177809055,6.74688728916467,3.6902963870676,6.62906256361777,6.59020863419373,14.4046146510353,12.6682034802197,14.434063399739,14.6408914307736,5.19104277283378,4.36549937648197,5.62678756524779,4.34761990765112,12.22300913634,7.48431251774129,14.2533728340263,11.5602274420818,14.2501018773157,14.6574063271711,9.3391163744007,3.75035047491285,7.0014758468628,3.25590214763322,1.94618263234125,11.9175297551161,14.4221534272244,14.5861147499085,14.3999265565987,14.6868866041102,7.76923776307177,4.60939226291294,7.96098268471061,4.42909184525855,11.4661722693267,9.95626190573168,14.2596408017486,12.8344367209087,14.1916990673394,14.6856147730317,12.1033736452512,14.689659675196
80310002024,11.1588578827212,4.78694628861329,8.47825507686424,5.68635053070186,1.28465027343642,7.02789493946493,13.8609832115493,13.8940577327456,13.8525642825669,13.8397627484005,6.21035091895574,6.68518393402291,6.86308071325875,5.64225828316342,12.053160185421,8.03200675280832,14.3487074500437,12.5683901396516,13.8753466051724,13.8409296825636,6.5893415528009,5.53770016792182,6.6202398142068,6.15113989641273,1.28465027343642,8.00954471028443,14.2807319038755,13.5367035085521,14.2706904470234,14.2400511465191,6.68535882712175,6.92656436363502,7.17107542086545,5.41967321422419,11.0170641334811,8.49366120920649,14.5182852064721,11.6871107357037,14.2390802336972,14.2393762584193,8.33357181801009,5.33616689731433,7.20393414657023,3.88832148110849,5.2634423872326,11.1812604128318,14.0110668692673,14.5503968475409,14.0563176875692,13.9252194585789,9.30265219425017,6.46749637525002,9.76010831049144,5.56989751747335,12.053160185421,11.9378105216213,14.4339699380052,14.1345185136272,14.0525713986582,13.9366234732345,8.93404574168824,4.78694628861329,7.40495598224149,5.68635053070186,1.28465027343642,10.9590326110719,13.9592543608821,13.9437772089407,13.972062278309,13.9555758555016,10.7448757622718,6.65500110988717,11.0712180991228,5.6393252471784,11.3079695006285,11.1905666901855,14.3970281989184,13.5755572190069,13.9563832356195,13.9547290728743,12.9913941519973,13.992914621773
80310003011,12.4372360884651,3.64144552407545,8.40914473100536,2.85952098739817,1.47540753893773,5.53557905397367,17.7499027385911,17.5853777068807,17.7071638516015,18.218621620841,6.37571366489079,3.79872383096059,6.44544364615616,3.48043407564697,11.8626442895053,8.3731680886077,17.0880239928318,14.3771804244281,17.2436151566334,18.1901142556886,7.44399839308713,4.4930530835927,6.37965780808835,3.79933359210652,1.47540753893773,6.83048235859914,18.9369602384961,16.0462709527784,18.8322260572745,19.5037286938504,6.55941933145735,4.39270040736959,6.65234602277788,3.28558311186067,10.7625166426571,8.05961440577095,17.5835327277537,12.7021378745804,18.2073803811179,19.4712075450884,9.61176950836624,4.36849329108695,7.14856849836883,4.13013854506932,5.9176553725359,7.19626558008353,17.8421910656007,15.2399268592455,17.7432928268511,18.3143648307657,5.59570335733756,3.58644162626818,5.79838035219932,3.43579824686913,11.8626442895053,8.16522612434688,17.1461634039398,13.4279455715318,17.26742433225,18.2945315152814,10.2112398003639,3.64144552407545,7.35087153191547,2.85952098739817,1.47540753893773,12.2171124829107,17.9199515504276,17.3402415708257,17.8823263419781,18.3669455759922,7.8432805976115,3.8463376144296,7.86071433790823,3.5519684569459,11.589521056962,10.2614809759881,17.2012489378035,14.5157414319417,17.3728172092098,18.3349919589475,13.7557513256205,18.5727113187515
