GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - No vehicle available,Margin of Error; Owner occupied: - No vehicle available,Estimate; Owner occupied: - 1 vehicle available,Margin of Error; Owner occupied: - 1 vehicle available,Estimate; Owner occupied: - 2 vehicles available,Margin of Error; Owner occupied: - 2 vehicles available,Estimate; Owner occupied: - 3 vehicles available,Margin of Error; Owner occupied: - 3 vehicles available,Estimate; Owner occupied: - 4 vehicles available,Margin of Error; Owner occupied: - 4 vehicles available,Estimate; Owner occupied: - 5 or more vehicles available,Margin of Error; Owner occupied: - 5 or more vehicles available,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - No vehicle available,Margin of Error; Renter occupied: - No vehicle available,Estimate; Renter occupied: - 1 vehicle available,Margin of Error; Renter occupied: - 1 vehicle available,Estimate; Renter occupied: - 2 vehicles available,Margin of Error; Renter occupied: - 2 vehicles available,Estimate; Renter occupied: - 3 vehicles available,Margin of Error; Renter occupied: - 3 vehicles available,Estimate; Renter occupied: - 4 vehicles available,Margin of Error; Renter occupied: - 4 vehicles available,Estimate; Renter occupied: - 5 or more vehicles available,Margin of Error; Renter occupied: - 5 or more vehicles available
1500000US080310083063,080310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",248,53,216,49,0,11,20,19,105,45,51,33,9,15,31,28,32,32,0,11,14,15,18,28,0,11,0,11,0,11
1500000US080310083064,080310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",910,111,103,41,0,11,18,28,55,38,21,24,9,16,0,11,807,111,153,82,433,101,212,67,9,14,0,11,0,11
1500000US080310083121,080310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",792,122,483,116,0,11,113,63,195,94,89,60,48,42,38,46,309,115,3,6,115,76,90,84,79,53,22,27,0,11
1500000US080310083122,080310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",787,108,237,68,3,6,10,12,154,66,35,31,35,39,0,11,550,92,155,67,180,91,194,87,21,29,0,11,0,11
1500000US080310083123,080310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",552,112,390,102,7,10,50,42,201,92,104,64,28,26,0,11,162,93,0,11,81,70,62,58,19,32,0,11,0,11
1500000US080310083861,080310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",534,107,301,82,4,6,98,68,58,40,107,57,34,34,0,11,233,105,23,27,86,58,91,72,13,19,13,20,7,13
1500000US080310083862,080310083862,"Block Group 2, Census Tract 83.86, Denver County, Colorado",585,105,450,104,0,11,93,51,165,85,163,90,21,27,8,14,135,83,13,22,31,37,50,53,23,32,18,29,0,11
1500000US080310083871,080310083871,"Block Group 1, Census Tract 83.87, Denver County, Colorado",915,104,722,117,8,14,95,43,212,76,157,64,186,84,64,49,193,85,0,11,41,47,110,76,42,38,0,11,0,11
1500000US080310083872,080310083872,"Block Group 2, Census Tract 83.87, Denver County, Colorado",716,100,534,76,18,19,72,40,214,66,194,81,36,36,0,11,182,81,7,11,21,30,52,44,95,63,0,11,7,11
1500000US080310083881,080310083881,"Block Group 1, Census Tract 83.88, Denver County, Colorado",2050,168,1263,159,19,28,233,151,519,183,398,162,79,77,15,23,787,163,27,31,367,167,307,130,86,75,0,16,0,16
1500000US080310083882,080310083882,"Block Group 2, Census Tract 83.88, Denver County, Colorado",732,179,179,122,0,11,153,122,26,30,0,11,0,11,0,11,553,154,48,77,276,90,159,108,70,70,0,11,0,11
1500000US080310083891,080310083891,"Block Group 1, Census Tract 83.89, Denver County, Colorado",345,97,345,97,0,11,29,36,184,92,29,33,103,75,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310083892,080310083892,"Block Group 2, Census Tract 83.89, Denver County, Colorado",666,141,425,116,13,21,45,41,247,114,76,64,44,39,0,11,241,104,0,11,22,26,171,96,48,32,0,11,0,11
1500000US080310083893,080310083893,"Block Group 3, Census Tract 83.89, Denver County, Colorado",1847,178,1598,183,14,23,183,81,724,173,539,147,53,42,85,69,249,136,0,16,33,54,163,104,0,16,37,54,16,28
1500000US080310083901,080310083901,"Block Group 1, Census Tract 83.90, Denver County, Colorado",947,176,432,144,0,11,110,84,105,60,172,111,45,51,0,11,515,153,0,11,295,128,173,98,47,59,0,11,0,11
1500000US080310083902,080310083902,"Block Group 2, Census Tract 83.90, Denver County, Colorado",921,148,684,154,15,26,106,58,337,125,163,84,35,42,28,44,237,147,33,53,107,123,87,73,10,18,0,11,0,11
1500000US080310083903,080310083903,"Block Group 3, Census Tract 83.90, Denver County, Colorado",920,186,777,199,0,11,295,151,303,131,60,50,104,73,15,23,143,92,0,11,17,26,113,86,13,21,0,11,0,11
1500000US080310083911,080310083911,"Block Group 1, Census Tract 83.91, Denver County, Colorado",1439,164,1142,169,0,11,206,78,559,185,303,154,47,59,27,40,297,152,54,79,112,87,54,53,36,54,0,11,41,66
1500000US080310083912,080310083912,"Block Group 2, Census Tract 83.91, Denver County, Colorado",992,149,651,146,17,29,140,79,354,151,92,63,48,42,0,11,341,143,0,11,167,119,102,91,48,58,24,39,0,11
1500000US080310119021,080310119021,"Block Group 1, Census Tract 119.02, Denver County, Colorado",751,125,666,145,0,11,149,94,435,159,34,43,29,35,19,34,85,71,0,11,0,11,69,77,0,11,16,33,0,11
1500000US080310119022,080310119022,"Block Group 2, Census Tract 119.02, Denver County, Colorado",541,147,291,123,31,37,159,111,72,53,29,39,0,11,0,11,250,101,0,11,82,85,133,95,35,51,0,11,0,11
1500000US080310119023,080310119023,"Block Group 3, Census Tract 119.02, Denver County, Colorado",847,147,169,83,19,31,80,80,64,48,6,13,0,11,0,11,678,145,101,107,507,160,70,50,0,11,0,11,0,11
1500000US080310119024,080310119024,"Block Group 4, Census Tract 119.02, Denver County, Colorado",604,156,324,128,11,20,125,91,163,100,11,19,14,21,0,11,280,118,0,11,149,97,131,69,0,11,0,11,0,11
1500000US080310119031,080310119031,"Block Group 1, Census Tract 119.03, Denver County, Colorado",607,46,493,57,9,10,133,36,193,44,131,54,23,17,4,7,114,57,0,11,59,36,55,42,0,11,0,11,0,11
1500000US080310119032,080310119032,"Block Group 2, Census Tract 119.03, Denver County, Colorado",343,39,180,36,5,7,10,10,94,38,51,24,0,11,20,18,163,30,17,18,84,30,38,18,19,17,0,11,5,8
1500000US080310120011,080310120011,"Block Group 1, Census Tract 120.01, Denver County, Colorado",621,51,409,50,13,11,84,34,169,41,103,38,40,25,0,11,212,64,41,33,67,43,84,48,7,11,13,20,0,11
1500000US080310120012,080310120012,"Block Group 2, Census Tract 120.01, Denver County, Colorado",274,39,248,39,0,11,50,20,119,36,60,25,13,13,6,10,26,22,0,11,8,9,18,21,0,11,0,11,0,11
1500000US080310120101,080310120101,"Block Group 1, Census Tract 120.10, Denver County, Colorado",829,85,673,92,13,20,220,77,359,92,73,48,8,15,0,11,156,73,0,11,103,67,53,39,0,11,0,11,0,11
1500000US080310120102,080310120102,"Block Group 2, Census Tract 120.10, Denver County, Colorado",701,118,299,65,0,11,131,63,135,53,33,37,0,11,0,11,402,128,0,11,281,127,121,91,0,11,0,11,0,11
1500000US080310120103,080310120103,"Block Group 3, Census Tract 120.10, Denver County, Colorado",935,104,607,100,0,11,158,61,361,111,59,46,13,20,16,23,328,84,32,36,167,77,129,82,0,11,0,11,0,11
1500000US080310120141,080310120141,"Block Group 1, Census Tract 120.14, Denver County, Colorado",529,110,505,114,0,11,112,80,217,81,154,100,22,37,0,11,24,40,0,11,0,11,24,40,0,11,0,11,0,11
1500000US080310120142,080310120142,"Block Group 2, Census Tract 120.14, Denver County, Colorado",1209,158,610,142,0,11,291,121,238,80,61,55,20,32,0,11,599,169,19,29,300,129,248,141,32,54,0,11,0,11
1500000US080310120143,080310120143,"Block Group 3, Census Tract 120.14, Denver County, Colorado",382,129,292,93,0,11,82,60,118,66,92,56,0,11,0,11,90,118,0,11,12,20,78,115,0,11,0,11,0,11
1500000US080310120144,080310120144,"Block Group 4, Census Tract 120.14, Denver County, Colorado",879,143,434,117,64,79,290,103,80,58,0,11,0,11,0,11,445,120,40,45,276,99,109,56,20,31,0,11,0,11
1500000US080310153001,080310153001,"Block Group 1, Census Tract 153, Denver County, Colorado",810,146,318,92,11,18,122,62,144,84,41,32,0,11,0,11,492,137,73,69,277,139,142,78,0,11,0,11,0,11
1500000US080310153002,080310153002,"Block Group 2, Census Tract 153, Denver County, Colorado",1051,150,206,80,0,11,65,43,123,81,0,11,18,26,0,11,845,151,197,88,377,151,244,112,27,30,0,11,0,11
1500000US080310153003,080310153003,"Block Group 3, Census Tract 153, Denver County, Colorado",375,113,73,58,0,11,53,60,12,20,8,15,0,11,0,11,302,103,31,44,228,98,43,41,0,11,0,11,0,11
1500000US080310154001,080310154001,"Block Group 1, Census Tract 154, Denver County, Colorado",522,92,343,86,0,11,66,48,167,82,45,35,65,45,0,11,179,70,29,24,52,40,98,59,0,11,0,11,0,11
1500000US080310154002,080310154002,"Block Group 2, Census Tract 154, Denver County, Colorado",452,75,330,71,9,16,118,61,167,56,27,26,9,14,0,11,122,57,0,11,83,58,39,31,0,11,0,11,0,11
1500000US080310154003,080310154003,"Block Group 3, Census Tract 154, Denver County, Colorado",354,62,232,48,0,11,78,40,133,48,21,24,0,11,0,11,122,60,0,11,19,20,69,58,30,31,4,6,0,11
1500000US080310154004,080310154004,"Block Group 4, Census Tract 154, Denver County, Colorado",308,69,184,55,9,15,71,41,74,36,20,23,10,15,0,11,124,65,0,11,71,45,42,47,11,16,0,11,0,11
1500000US080310155001,080310155001,"Block Group 1, Census Tract 155, Denver County, Colorado",602,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,602,90,191,78,273,84,138,69,0,11,0,11,0,11
1500000US080310155002,080310155002,"Block Group 2, Census Tract 155, Denver County, Colorado",803,107,24,29,0,11,17,27,7,12,0,11,0,11,0,11,779,103,72,39,367,84,324,89,16,18,0,11,0,11
1500000US080310155003,080310155003,"Block Group 3, Census Tract 155, Denver County, Colorado",387,87,159,71,0,11,70,58,55,40,28,26,6,12,0,11,228,80,59,53,76,49,70,40,19,21,4,6,0,11
1500000US080310156001,080310156001,"Block Group 1, Census Tract 156, Denver County, Colorado",1064,165,343,156,0,11,91,72,79,70,67,46,106,101,0,11,721,168,211,105,336,156,103,92,56,63,0,11,15,26
1500000US080310156002,080310156002,"Block Group 2, Census Tract 156, Denver County, Colorado",658,136,251,87,0,11,24,29,93,72,103,69,31,46,0,11,407,132,17,28,213,101,167,118,0,11,10,16,0,11
1500000US080310156003,080310156003,"Block Group 3, Census Tract 156, Denver County, Colorado",222,102,75,46,0,11,15,22,49,39,0,11,0,11,11,18,147,105,0,11,49,62,98,85,0,11,0,11,0,11
1500000US080310156004,080310156004,"Block Group 4, Census Tract 156, Denver County, Colorado",384,135,176,97,0,11,11,19,120,80,45,59,0,11,0,11,208,112,46,46,73,89,53,65,14,20,0,11,22,35
1500000US080310157001,080310157001,"Block Group 1, Census Tract 157, Denver County, Colorado",750,148,303,71,0,11,124,62,143,78,17,26,19,25,0,11,447,142,174,102,207,104,23,27,43,55,0,11,0,11
1500000US080310157002,080310157002,"Block Group 2, Census Tract 157, Denver County, Colorado",362,75,271,92,26,30,28,31,134,73,57,61,26,34,0,11,91,62,0,11,27,31,46,44,18,28,0,11,0,11
1500000US080310157003,080310157003,"Block Group 3, Census Tract 157, Denver County, Colorado",446,115,402,116,31,49,67,82,229,82,69,59,6,10,0,11,44,63,0,11,44,63,0,11,0,11,0,11,0,11
1500000US080310157004,080310157004,"Block Group 4, Census Tract 157, Denver County, Colorado",575,160,24,39,0,11,24,39,0,11,0,11,0,11,0,11,551,159,0,11,263,127,272,132,16,25,0,11,0,11
1500000US080319800001,080319800001,"Block Group 1, Census Tract 9800, Denver County, Colorado",610,55,393,72,0,11,185,62,181,58,27,19,0,11,0,11,217,68,0,11,136,60,74,60,7,7,0,11,0,11
1500000US080319801001,080319801001,"Block Group 1, Census Tract 9801, Denver County, Colorado",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
